"epoch","hopfield_testset - _step","hopfield_testset - _step__MIN","hopfield_testset - _step__MAX","hopfield_testset - loss_to_report_val","hopfield_testset - loss_to_report_val__MIN","hopfield_testset - loss_to_report_val__MAX"
"186","372","372","372","0.12573801856065048","0.12573801856065048","0.12573801856065048"
"187","374","374","374","0.12752139153704775","0.12752139153704775","0.12752139153704775"
"188","376","376","376","0.12769799162698953","0.12769799162698953","0.12769799162698953"
"189","378","378","378","0.12733245331949156","0.12733245331949156","0.12733245331949156"
"190","380","380","380","0.12513515268489864","0.12513515268489864","0.12513515268489864"
"191","382","382","382","0.1263008707246368","0.1263008707246368","0.1263008707246368"
"192","384","384","384","0.12600543688800167","0.12600543688800167","0.12600543688800167"
"193","386","386","386","0.12573700132622553","0.12573700132622553","0.12573700132622553"
"194","388","388","388","0.12452931134800742","0.12452931134800742","0.12452931134800742"
"195","390","390","390","0.12474070283253333","0.12474070283253333","0.12474070283253333"
"196","392","392","392","0.1267263927423315","0.1267263927423315","0.1267263927423315"
"197","394","394","394","0.12768579301693977","0.12768579301693977","0.12768579301693977"
"198","396","396","396","0.12638155481660454","0.12638155481660454","0.12638155481660454"
"199","398","398","398","0.12772970809012973","0.12772970809012973","0.12772970809012973"
"200","400","400","400","0.12705959275460038","0.12705959275460038","0.12705959275460038"
"201","402","402","402","0.1264659231337978","0.1264659231337978","0.1264659231337978"
"202","404","404","404","0.1265321169306602","0.1265321169306602","0.1265321169306602"
"203","406","406","406","0.12769650998290427","0.12769650998290427","0.12769650998290427"
"204","408","408","408","0.1254577389363088","0.1254577389363088","0.1254577389363088"
"205","410","410","410","0.12717365844564135","0.12717365844564135","0.12717365844564135"
"206","412","412","412","0.12705451856049896","0.12705451856049896","0.12705451856049896"
"207","414","414","414","0.12682560841686316","0.12682560841686316","0.12682560841686316"
"208","416","416","416","0.12504486636578405","0.12504486636578405","0.12504486636578405"
"209","418","418","418","0.12656174942214188","0.12656174942214188","0.12656174942214188"
"210","420","420","420","0.12857928528858292","0.12857928528858292","0.12857928528858292"
"211","422","422","422","0.12801739626528807","0.12801739626528807","0.12801739626528807"
"212","424","424","424","0.12665569576614277","0.12665569576614277","0.12665569576614277"
"213","426","426","426","0.12781442481881378","0.12781442481881378","0.12781442481881378"
"214","428","428","428","0.12601769789113554","0.12601769789113554","0.12601769789113554"
"215","430","430","430","0.12722500601390543","0.12722500601390543","0.12722500601390543"
"216","432","432","432","0.12437707981040642","0.12437707981040642","0.12437707981040642"
"217","434","434","434","0.12809573344968958","0.12809573344968958","0.12809573344968958"
"218","436","436","436","0.13037723426675124","0.13037723426675124","0.13037723426675124"
"219","438","438","438","0.12773202246312182","0.12773202246312182","0.12773202246312182"
"220","440","440","440","0.12941194137534298","0.12941194137534298","0.12941194137534298"
"221","442","442","442","0.13003827042246519","0.13003827042246519","0.13003827042246519"
"222","444","444","444","0.1296273595443918","0.1296273595443918","0.1296273595443918"
"223","446","446","446","0.12930188761472092","0.12930188761472092","0.12930188761472092"
"224","448","448","448","0.1271958581634454","0.1271958581634454","0.1271958581634454"
"225","450","450","450","0.12578584406319512","0.12578584406319512","0.12578584406319512"
"226","452","452","452","0.12655740154313233","0.12655740154313233","0.12655740154313233"
"227","454","454","454","0.1271349117782496","0.1271349117782496","0.1271349117782496"
