"epoch","hopfield_testset - _step","hopfield_testset - _step__MIN","hopfield_testset - _step__MAX","hopfield_testset - ci_val","hopfield_testset - ci_val__MIN","hopfield_testset - ci_val__MAX"
"0","0","0","0","0.75624801063242","0.75624801063242","0.75624801063242"
"1","2","2","2","0.7787376053406168","0.7787376053406168","0.7787376053406168"
"2","4","4","4","0.799149741800991","0.799149741800991","0.799149741800991"
"3","6","6","6","0.8082029922627011","0.8082029922627011","0.8082029922627011"
"4","8","8","8","0.803686393265917","0.803686393265917","0.803686393265917"
"5","10","10","10","0.8143621256192858","0.8143621256192858","0.8143621256192858"
"6","12","12","12","0.8188467326605926","0.8188467326605926","0.8188467326605926"
"7","14","14","14","0.8174326629360804","0.8174326629360804","0.8174326629360804"
"8","16","16","16","0.823333654817843","0.823333654817843","0.823333654817843"
"9","18","18","18","0.826370212910235","0.826370212910235","0.826370212910235"
"10","20","20","20","0.8185990880931172","0.8185990880931172","0.8185990880931172"
"11","22","22","22","0.8344464861162192","0.8344464861162192","0.8344464861162192"
"12","24","24","24","0.8349512880191621","0.8349512880191621","0.8349512880191621"
"13","26","26","26","0.8345190881967519","0.8345190881967519","0.8345190881967519"
"14","28","28","28","0.8366018372118694","0.8366018372118694","0.8366018372118694"
"15","30","30","30","0.8405985676558426","0.8405985676558426","0.8405985676558426"
"16","32","32","32","0.8417499987013826","0.8417499987013826","0.8417499987013826"
"17","34","34","34","0.84174350607716","0.84174350607716","0.84174350607716"
"18","36","36","36","0.8422048259953276","0.8422048259953276","0.8422048259953276"
"19","38","38","38","0.8457334270296297","0.8457334270296297","0.8457334270296297"
"20","40","40","40","0.8446619359063355","0.8446619359063355","0.8446619359063355"
"21","42","42","42","0.8415248636606557","0.8415248636606557","0.8415248636606557"
"22","44","44","44","0.8407959201347869","0.8407959201347869","0.8407959201347869"
"23","46","46","46","0.8490571882777711","0.8490571882777711","0.8490571882777711"
"24","48","48","48","0.8483115382409594","0.8483115382409594","0.8483115382409594"
"25","50","50","50","0.8554104268200775","0.8554104268200775","0.8554104268200775"
"26","52","52","52","0.8528704701917305","0.8528704701917305","0.8528704701917305"
"27","54","54","54","0.851900300430076","0.851900300430076","0.851900300430076"
"28","56","56","56","0.8536396551914464","0.8536396551914464","0.8536396551914464"
"29","58","58","58","0.854296512588305","0.854296512588305","0.854296512588305"
"30","60","60","60","0.8516430317209107","0.8516430317209107","0.8516430317209107"
"31","62","62","62","0.8536893280478722","0.8536893280478722","0.8536893280478722"
"32","64","64","64","0.8574584142667858","0.8574584142667858","0.8574584142667858"
"33","66","66","66","0.856232982670518","0.856232982670518","0.856232982670518"
"34","68","68","68","0.8561666068696473","0.8561666068696473","0.8561666068696473"
"35","70","70","70","0.8634384310197504","0.8634384310197504","0.8634384310197504"
"36","72","72","72","0.8637637416636297","0.8637637416636297","0.8637637416636297"
"37","74","74","74","0.864149978696135","0.864149978696135","0.864149978696135"
"38","76","76","76","0.8625001647782188","0.8625001647782188","0.8625001647782188"
"39","78","78","78","0.8581798954118239","0.8581798954118239","0.8581798954118239"
"40","80","80","80","0.8621483915483724","0.8621483915483724","0.8621483915483724"
"41","82","82","82","0.856405472287103","0.856405472287103","0.856405472287103"
"42","84","84","84","0.8630004227564452","0.8630004227564452","0.8630004227564452"
"43","86","86","86","0.8606177416605804","0.8606177416605804","0.8606177416605804"
"44","88","88","88","0.85898042162953","0.85898042162953","0.85898042162953"
"45","90","90","90","0.865552892484346","0.865552892484346","0.865552892484346"
"46","92","92","92","0.862374210283448","0.862374210283448","0.862374210283448"
"47","94","94","94","0.8678661799312388","0.8678661799312388","0.8678661799312388"
"48","96","96","96","0.8639351092460636","0.8639351092460636","0.8639351092460636"
"49","98","98","98","0.8664697289418024","0.8664697289418024","0.8664697289418024"
"50","100","100","100","0.8623697230053091","0.8623697230053091","0.8623697230053091"
"51","102","102","102","0.8616464726261082","0.8616464726261082","0.8616464726261082"
"52","104","104","104","0.864079022574883","0.864079022574883","0.864079022574883"
"53","106","106","106","0.864297616155954","0.864297616155954","0.864297616155954"
"54","108","108","108","0.8625370314053166","0.8625370314053166","0.8625370314053166"
"55","110","110","110","0.8603410916117568","0.8603410916117568","0.8603410916117568"
"56","112","112","112","0.8613235692889338","0.8613235692889338","0.8613235692889338"
"57","114","114","114","0.8697692100055906","0.8697692100055906","0.8697692100055906"
"58","116","116","116","0.8621999979233189","0.8621999979233189","0.8621999979233189"
"59","118","118","118","0.8618955850908254","0.8618955850908254","0.8618955850908254"
"60","120","120","120","0.8579135599193122","0.8579135599193122","0.8579135599193122"
"61","122","122","122","0.8617797580860377","0.8617797580860377","0.8617797580860377"
"62","124","124","124","0.8635201389987617","0.8635201389987617","0.8635201389987617"
"63","126","126","126","0.86315998633741","0.86315998633741","0.86315998633741"
"64","128","128","128","0.8674706681200819","0.8674706681200819","0.8674706681200819"
"65","130","130","130","0.8608727925831547","0.8608727925831547","0.8608727925831547"
"66","132","132","132","0.8632020625344732","0.8632020625344732","0.8632020625344732"
"67","134","134","134","0.867548385613811","0.867548385613811","0.867548385613811"
"68","136","136","136","0.8637637590820353","0.8637637590820353","0.8637637590820353"
"69","138","138","138","0.8680288811953742","0.8680288811953742","0.8680288811953742"
"70","140","140","140","0.8642998829515263","0.8642998829515263","0.8642998829515263"
"71","142","142","142","0.8660493578605267","0.8660493578605267","0.8660493578605267"
"72","144","144","144","0.8616535958488256","0.8616535958488256","0.8616535958488256"
"73","146","146","146","0.8672787090488856","0.8672787090488856","0.8672787090488856"
"74","148","148","148","0.8696301482331786","0.8696301482331786","0.8696301482331786"
"75","150","150","150","0.8674277388340752","0.8674277388340752","0.8674277388340752"
"76","152","152","152","0.8643974668726797","0.8643974668726797","0.8643974668726797"
"77","154","154","154","0.8638275799254578","0.8638275799254578","0.8638275799254578"
"78","156","156","156","0.8599459668380016","0.8599459668380016","0.8599459668380016"
"79","158","158","158","0.8737716872626862","0.8737716872626862","0.8737716872626862"
"80","160","160","160","0.8654492942929568","0.8654492942929568","0.8654492942929568"
"81","162","162","162","0.8705035350860324","0.8705035350860324","0.8705035350860324"
"82","164","164","164","0.8706189469646871","0.8706189469646871","0.8706189469646871"
"83","166","166","166","0.8700398701004766","0.8700398701004766","0.8700398701004766"
"84","168","168","168","0.8715396035245853","0.8715396035245853","0.8715396035245853"
"85","170","170","170","0.8734161970242323","0.8734161970242323","0.8734161970242323"
"86","172","172","172","0.8645036303833611","0.8645036303833611","0.8645036303833611"
"87","174","174","174","0.8725387214033308","0.8725387214033308","0.8725387214033308"
"88","176","176","176","0.8695158686775603","0.8695158686775603","0.8695158686775603"
"89","178","178","178","0.8709185142005034","0.8709185142005034","0.8709185142005034"
"90","180","180","180","0.8746435434847519","0.8746435434847519","0.8746435434847519"
"91","182","182","182","0.8730428200872921","0.8730428200872921","0.8730428200872921"
"92","184","184","184","0.8637759030366987","0.8637759030366987","0.8637759030366987"
"93","186","186","186","0.865452696067947","0.865452696067947","0.865452696067947"
"94","188","188","188","0.8651717686735583","0.8651717686735583","0.8651717686735583"
"95","190","190","190","0.8647017993640027","0.8647017993640027","0.8647017993640027"
"96","192","192","192","0.8670553078862123","0.8670553078862123","0.8670553078862123"
"97","194","194","194","0.864255979040614","0.864255979040614","0.864255979040614"
"98","196","196","196","0.8734915836699737","0.8734915836699737","0.8734915836699737"
"99","198","198","198","0.8724529405280911","0.8724529405280911","0.8724529405280911"
"100","200","200","200","0.8720064589433256","0.8720064589433256","0.8720064589433256"
"101","202","202","202","0.8711062679315448","0.8711062679315448","0.8711062679315448"
"102","204","204","204","0.8663197992845506","0.8663197992845506","0.8663197992845506"
"103","206","206","206","0.8704715028938464","0.8704715028938464","0.8704715028938464"
"104","208","208","208","0.8747801516320932","0.8747801516320932","0.8747801516320932"
"105","210","210","210","0.8720324316752531","0.8720324316752531","0.8720324316752531"
"106","212","212","212","0.8797712317907526","0.8797712317907526","0.8797712317907526"
"107","214","214","214","0.8721012388202433","0.8721012388202433","0.8721012388202433"
"108","216","216","216","0.8718921791310219","0.8718921791310219","0.8718921791310219"
"109","218","218","218","0.8733973823439855","0.8733973823439855","0.8733973823439855"
"110","220","220","220","0.8721420706951563","0.8721420706951563","0.8721420706951563"
"111","222","222","222","0.8732980015664165","0.8732980015664165","0.8732980015664165"
"112","224","224","224","0.8732597637159135","0.8732597637159135","0.8732597637159135"
"113","226","226","226","0.8724414661217654","0.8724414661217654","0.8724414661217654"
"114","228","228","228","0.8663235705174978","0.8663235705174978","0.8663235705174978"
"115","230","230","230","0.8747492885711865","0.8747492885711865","0.8747492885711865"
"116","232","232","232","0.8726617505244384","0.8726617505244384","0.8726617505244384"
"117","234","234","234","0.8750367504749026","0.8750367504749026","0.8750367504749026"
"118","236","236","236","0.8720719658596688","0.8720719658596688","0.8720719658596688"
"119","238","238","238","0.873440276593685","0.873440276593685","0.873440276593685"
"120","240","240","240","0.8763680510076892","0.8763680510076892","0.8763680510076892"
"121","242","242","242","0.8748407577819258","0.8748407577819258","0.8748407577819258"
"122","244","244","244","0.8775247614664596","0.8775247614664596","0.8775247614664596"
"123","246","246","246","0.8754245820164659","0.8754245820164659","0.8754245820164659"
"124","248","248","248","0.8728490985845603","0.8728490985845603","0.8728490985845603"
"125","250","250","250","0.8730847279705234","0.8730847279705234","0.8730847279705234"
"126","252","252","252","0.8734894224174161","0.8734894224174161","0.8734894224174161"
"127","254","254","254","0.8718685675474694","0.8718685675474694","0.8718685675474694"
"128","256","256","256","0.8732489339710122","0.8732489339710122","0.8732489339710122"
"129","258","258","258","0.8721227742766963","0.8721227742766963","0.8721227742766963"
"130","260","260","260","0.8741197599250579","0.8741197599250579","0.8741197599250579"
"131","262","262","262","0.8708106327117311","0.8708106327117311","0.8708106327117311"
"132","264","264","264","0.8696930133710727","0.8696930133710727","0.8696930133710727"
"133","266","266","266","0.8716204788460338","0.8716204788460338","0.8716204788460338"
"134","268","268","268","0.870024595923588","0.870024595923588","0.870024595923588"
"135","270","270","270","0.8773286488090867","0.8773286488090867","0.8773286488090867"
"136","272","272","272","0.8723199312244054","0.8723199312244054","0.8723199312244054"
"137","274","274","274","0.8710039656071866","0.8710039656071866","0.8710039656071866"
"138","276","276","276","0.871217883314713","0.871217883314713","0.871217883314713"
"139","278","278","278","0.8750390529102529","0.8750390529102529","0.8750390529102529"
"140","280","280","280","0.8729158393069438","0.8729158393069438","0.8729158393069438"
"141","282","282","282","0.8728320131342864","0.8728320131342864","0.8728320131342864"
"142","284","284","284","0.8768972966673935","0.8768972966673935","0.8768972966673935"
"143","286","286","286","0.8750608878578618","0.8750608878578618","0.8750608878578618"
"144","288","288","288","0.8726040319922479","0.8726040319922479","0.8726040319922479"
"145","290","290","290","0.8749612114036682","0.8749612114036682","0.8749612114036682"
"146","292","292","292","0.8712943120872599","0.8712943120872599","0.8712943120872599"
"147","294","294","294","0.8736459416275193","0.8736459416275193","0.8736459416275193"
"148","296","296","296","0.8793141403406819","0.8793141403406819","0.8793141403406819"
"149","298","298","298","0.8711613973424084","0.8711613973424084","0.8711613973424084"
"150","300","300","300","0.8698442028244906","0.8698442028244906","0.8698442028244906"
"151","302","302","302","0.8686096711130087","0.8686096711130087","0.8686096711130087"
"152","304","304","304","0.8759655542070769","0.8759655542070769","0.8759655542070769"
"153","306","306","306","0.8698683900868405","0.8698683900868405","0.8698683900868405"
"154","308","308","308","0.8731966545459684","0.8731966545459684","0.8731966545459684"
"155","310","310","310","0.8758866306493556","0.8758866306493556","0.8758866306493556"
"156","312","312","312","0.8767610389748547","0.8767610389748547","0.8767610389748547"
"157","314","314","314","0.8748684452514173","0.8748684452514173","0.8748684452514173"
"158","316","316","316","0.8760595743140062","0.8760595743140062","0.8760595743140062"
"159","318","318","318","0.8761088948060378","0.8761088948060378","0.8761088948060378"
"160","320","320","320","0.8736915846194134","0.8736915846194134","0.8736915846194134"
"161","322","322","322","0.8746048129786489","0.8746048129786489","0.8746048129786489"
"162","324","324","324","0.8739506677616699","0.8739506677616699","0.8739506677616699"
"163","326","326","326","0.8762354873773008","0.8762354873773008","0.8762354873773008"
"164","328","328","328","0.8729699778939332","0.8729699778939332","0.8729699778939332"
"165","330","330","330","0.8729843883498523","0.8729843883498523","0.8729843883498523"
"166","332","332","332","0.8730875473907324","0.8730875473907324","0.8730875473907324"
"167","334","334","334","0.8733116573542753","0.8733116573542753","0.8733116573542753"
"168","336","336","336","0.8733370322765791","0.8733370322765791","0.8733370322765791"
"169","338","338","338","0.8730327107461924","0.8730327107461924","0.8730327107461924"
"170","340","340","340","0.8755935521008715","0.8755935521008715","0.8755935521008715"
"171","342","342","342","0.8742054830560497","0.8742054830560497","0.8742054830560497"
"172","344","344","344","0.8742288457025069","0.8742288457025069","0.8742288457025069"
"173","346","346","346","0.8727534636512506","0.8727534636512506","0.8727534636512506"
