"epoch","hopfield_testset - _step","hopfield_testset - _step__MIN","hopfield_testset - _step__MAX","hopfield_testset - ci_val","hopfield_testset - ci_val__MIN","hopfield_testset - ci_val__MAX"
"0","0","0","0","0.7728546944505814","0.7728546944505814","0.7728546944505814"
"1","2","2","2","0.7896769432150833","0.7896769432150833","0.7896769432150833"
"2","4","4","4","0.7986868801549377","0.7986868801549377","0.7986868801549377"
"3","6","6","6","0.8105605239578763","0.8105605239578763","0.8105605239578763"
"4","8","8","8","0.8153664679718883","0.8153664679718883","0.8153664679718883"
"5","10","10","10","0.8213460304839252","0.8213460304839252","0.8213460304839252"
"6","12","12","12","0.8233193904023617","0.8233193904023617","0.8233193904023617"
"7","14","14","14","0.8262612580074695","0.8262612580074695","0.8262612580074695"
"8","16","16","16","0.8307203385682985","0.8307203385682985","0.8307203385682985"
"9","18","18","18","0.8303347167580142","0.8303347167580142","0.8303347167580142"
"10","20","20","20","0.8309184012551744","0.8309184012551744","0.8309184012551744"
"11","22","22","22","0.8359960175307276","0.8359960175307276","0.8359960175307276"
"12","24","24","24","0.8379266964828888","0.8379266964828888","0.8379266964828888"
"13","26","26","26","0.8419023255028782","0.8419023255028782","0.8419023255028782"
"14","28","28","28","0.8451304076294599","0.8451304076294599","0.8451304076294599"
"15","30","30","30","0.8502413304569417","0.8502413304569417","0.8502413304569417"
"16","32","32","32","0.8435567700168506","0.8435567700168506","0.8435567700168506"
"17","34","34","34","0.8428505561474802","0.8428505561474802","0.8428505561474802"
"18","36","36","36","0.8539796821938347","0.8539796821938347","0.8539796821938347"
"19","38","38","38","0.85103513271514","0.85103513271514","0.85103513271514"
"20","40","40","40","0.85312429029057","0.85312429029057","0.85312429029057"
"21","42","42","42","0.8512997703855041","0.8512997703855041","0.8512997703855041"
"22","44","44","44","0.8518139170149419","0.8518139170149419","0.8518139170149419"
"23","46","46","46","0.8533553190014644","0.8533553190014644","0.8533553190014644"
"24","48","48","48","0.8549709681594633","0.8549709681594633","0.8549709681594633"
"25","50","50","50","0.854501669905026","0.854501669905026","0.854501669905026"
"26","52","52","52","0.8579932746153541","0.8579932746153541","0.8579932746153541"
"27","54","54","54","0.8612767992816844","0.8612767992816844","0.8612767992816844"
