"epoch","wurdinger_fnn_testset.yaml - _step","wurdinger_fnn_testset.yaml - _step__MIN","wurdinger_fnn_testset.yaml - _step__MAX","wurdinger_fnn_testset.yaml - ci_val","wurdinger_fnn_testset.yaml - ci_val__MIN","wurdinger_fnn_testset.yaml - ci_val__MAX"
"93","186","186","186","0.8537592769469908","0.8501792945303673","0.8560371218192816"
"94","188","188","188","0.8537084095935095","0.8498170326069163","0.8562873596269321"
"95","190","190","190","0.8548662676766128","0.8479693492501691","0.859030475465344"
"96","192","192","192","0.8548224683859796","0.8511558126898033","0.8584936089042241"
"97","194","194","194","0.8562943643745298","0.8514029018634811","0.8628959781228834"
"98","196","196","196","0.8559670950037835","0.8517096327207423","0.8587915722001581"
"99","198","198","198","0.8558721234726108","0.8515150422175943","0.8596727132902613"
"100","200","200","200","0.8548118037970684","0.8531958347051427","0.8570528824606913"
"101","202","202","202","0.8555089724416088","0.8518663745811296","0.858023906440925"
"102","204","204","204","0.854824787860094","0.8507809446432096","0.8586568402678466"
"103","206","206","206","0.8562572374088138","0.8537459320995365","0.8607152216255619"
"104","208","208","208","0.8557641800443208","0.8547032393331512","0.857508114370344"
"105","210","210","210","0.8566799376770472","0.8541550257758238","0.8585570590600726"
"106","212","212","212","0.8566086964905649","0.8526578758690453","0.8592597929718756"
"107","214","214","214","0.8563773238692015","0.8522239626432626","0.8600144784074544"
"108","216","216","216","0.8567432547699013","0.8524233476214425","0.8604641443583358"
"109","218","218","218","0.8577943462251574","0.8552950701392337","0.8610697524979504"
"110","220","220","220","0.8578583478279176","0.8508839803566756","0.8625169574918631"
"111","222","222","222","0.8582777255616563","0.8540798786112239","0.8618452457694888"
"112","224","224","224","0.8584732594604603","0.853826560038611","0.8631228712542712"
"113","226","226","226","0.8581355925980759","0.8535061387114097","0.8617506638310619"
"114","228","228","228","0.8590936044969684","0.8544881833737397","0.8622064615057852"
"115","230","230","230","0.8589624285462725","0.8535887686142207","0.8634117816342197"
"116","232","232","232","0.8593020499042691","0.8563413942511142","0.8632431285962046"
"117","234","234","234","0.8584787609330412","0.8554368993243644","0.8623203395257331"
"118","236","236","236","0.858893675795301","0.8548006236899267","0.8610414615592709"
"119","238","238","238","0.860012532063477","0.8575722531376898","0.8625600402044964"
"120","240","240","240","0.8580044350677672","0.8548467438707159","0.8628543079848914"
"121","242","242","242","0.8592732992461267","0.8539784455741705","0.8630725754402089"
"122","244","244","244","0.8591826495077978","0.8549600189947713","0.8633659466192477"
"123","246","246","246","0.8581502459018143","0.8501576270251521","0.8620681553372005"
"124","248","248","248","0.8599278876749684","0.8575788846203134","0.862216841911602"
"125","250","250","250","0.8606908326822585","0.8582889781171948","0.864520584699598"
"126","252","252","252","0.8595668680489608","0.8555974647010518","0.8630785653138962"
"127","254","254","254","0.8605930593695753","0.8555483912716015","0.8641680878259684"
"128","256","256","256","0.8598320718756567","0.8528769694015694","0.8653267497563517"
"129","258","258","258","0.8605595106584648","0.8576099509018145","0.8633953167903169"
"130","260","260","260","0.8606807737159242","0.8553253849643991","0.8640630359123748"
"131","262","262","262","0.8605775204548852","0.8569537032057852","0.8653428079026031"
"132","264","264","264","0.8608800576845989","0.856347060739324","0.8662368940551177"
"133","266","266","266","0.8606604061296188","0.8567048977312924","0.8626507986091465"
"134","268","268","268","0.862109584554385","0.8585287176825371","0.8654732871385916"
"135","270","270","270","0.8609811877943014","0.8578368700280097","0.8631499764795347"
"136","272","272","272","0.8603585770296845","0.8561867361537384","0.8622639799291177"
"137","274","274","274","0.8608486631586665","0.8583378786457523","0.8642515173631238"
"138","276","276","276","0.860589523645681","0.8540998954053869","0.8633907594941869"
"139","278","278","278","0.8613221562056115","0.8546547790399652","0.8658061585823106"
"140","280","280","280","0.8607726137470602","0.8533050751594505","0.8663230311008043"
"141","282","282","282","0.8613537832397643","0.8573202871050292","0.8658480254387718"
"142","284","284","284","0.8614264778482668","0.8587766321602539","0.8643439494848205"
"143","286","286","286","0.8614992092921352","0.8579329030313849","0.8641824325868088"
"144","288","288","288","0.860566490538365","0.8572937385088765","0.863437938551556"
"145","290","290","290","0.861849090548487","0.8571142751665083","0.8642228087212769"
"146","292","292","292","0.861848684368504","0.8586999114210259","0.8638716114168093"
"147","294","294","294","0.8628508038248727","0.8587139321393177","0.8665603976976048"
"148","296","296","296","0.8634509536405636","0.8590895166782798","0.868214583164622"
"149","298","298","298","0.8631128064527095","0.8607649510137024","0.8646393142858296"
"150","300","300","300","0.8627464383270189","0.8588017280741086","0.8654677271597674"
"151","302","302","302","0.8637538119449953","0.8607168269510849","0.8652671584146858"
"152","304","304","304","0.8631049147814454","0.8613331340353064","0.8644723843557679"
"153","306","306","306","0.862961486527162","0.8607367667647822","0.8649826426385802"
"154","308","308","308","0.8630793927991016","0.8587636394317072","0.865293323137316"
"155","310","310","310","0.8628297642112172","0.8612998485049675","0.8645638015594898"
"156","312","312","312","0.863353620217503","0.8591486186364252","0.8656573655723161"
"157","314","314","314","0.863672255921553","0.8617635656036773","0.8657310884742143"
"158","316","316","316","0.8624316761457198","0.86029588072868","0.866173271615029"
"159","318","318","318","0.863962309134837","0.8612801354220445","0.866184659766054"
"160","320","320","320","0.8631427187380618","0.858541507351346","0.8674308304066578"
"161","322","322","322","0.8635741925616713","0.8596514454751581","0.867133983702084"
"162","324","324","324","0.8639129077309177","0.8600676886414984","0.867704180052336"
"163","326","326","326","0.8641165021140058","0.8622583574475474","0.8663596917355587"
"164","328","328","328","0.8640331253454058","0.8622904304147148","0.8660033036898184"
"165","330","330","330","0.864422594538596","0.8584180086590308","0.866631576125121"
"166","332","332","332","0.8638889226438812","0.8602053787908158","0.8659779770383519"
"167","334","334","334","0.8644626408545791","0.8591729443404875","0.8690100974137996"
"168","336","336","336","0.864189610628233","0.8605797529854247","0.8666517772781905"
"169","338","338","338","0.8633280137661178","0.8597982302724523","0.8666822140509511"
"170","340","340","340","0.8645642585880859","0.8619206676730755","0.8679531356078855"
"171","342","342","342","0.8646820502907033","0.8588779680571828","0.870034331708187"
"172","344","344","344","0.8649881897586695","0.8607746889113657","0.8683377861714611"
"173","346","346","346","0.8643610435190421","0.8585017368913079","0.8680341288731691"
"174","348","348","348","0.8652509867739733","0.8616219743095055","0.8668730693216379"
"175","350","350","350","0.8658352240749355","0.8608613953911064","0.8680922297399566"
"176","352","352","352","0.8652841627850373","0.8614096764791411","0.8678555411205214"
"177","354","354","354","0.8646132915726135","0.860177476901821","0.8666010101996974"
"178","356","356","356","0.8645091285186494","0.8613110586002811","0.8675967391770554"
"179","358","358","358","0.8640745695766059","0.8604275706771685","0.8677404646033711"
"180","360","360","360","0.8652911272563235","0.8635257540978796","0.8685610809316109"
"181","362","362","362","0.866069699238855","0.8626860298418314","0.8687125170376571"
"182","364","364","364","0.8645879013923213","0.8616955738442952","0.8677233939841855"
"183","366","366","366","0.8656500424427058","0.8606915564989761","0.8683472493065374"
"184","368","368","368","0.8661048570540315","0.8630925970130875","0.8689664624525965"
"185","370","370","370","0.8653503794100981","0.8610700965013867","0.8683963225623856"
"186","372","372","372","0.86480401943759","0.859226288355017","0.867618401280981"
"187","374","374","374","0.866045739841806","0.8625517612313814","0.8687044901555839"
"188","376","376","376","0.8667443541158129","0.8631181674139414","0.8692719999592772"
"189","378","378","378","0.8663360571416632","0.8617165069671381","0.8707303387118006"
"190","380","380","380","0.8663106837198333","0.8618601083786909","0.8687052384250357"
"191","382","382","382","0.865827791829069","0.8622436315387729","0.8681784096337275"
"192","384","384","384","0.8666872017861612","0.8619101087019087","0.8691905348552192"
"193","386","386","386","0.8663610767573177","0.8654341605619191","0.8672713766974476"
"194","388","388","388","0.8673720207962615","0.8638619601684677","0.870778942704795"
"195","390","390","390","0.8666562207408139","0.8638246324756875","0.8691905909794397"
"196","392","392","392","0.8673812668689876","0.8656693610654083","0.8694961759833707"
"197","394","394","394","0.8659834937620298","0.859034853176752","0.8702022282740899"
"198","396","396","396","0.8660694352572605","0.8594248225280542","0.8692919772423906"
"199","398","398","398","0.8655961938492771","0.8600350143512943","0.8686387288585059"
"200","400","400","400","0.8667262119806798","0.8623081354111636","0.873527686970984"
"201","402","402","402","0.8661121480073902","0.8625184168475167","0.8707404946149877"
"202","404","404","404","0.8672421932259328","0.8632347061235054","0.873989495462935"
"203","406","406","406","0.8667628200734308","0.8647248767451808","0.8691915429004738"
"204","408","408","408","0.8665883634748426","0.8643849263954702","0.8688578437752102"
"205","410","410","410","0.8678277680764432","0.8639931525418646","0.8716734994461396"
"206","412","412","412","0.8670864894555695","0.8647274163149028","0.8707577024381564"
"207","414","414","414","0.8677135760457386","0.8649245796259875","0.8707058650899192"
"208","416","416","416","0.8665377414317105","0.8614346699936443","0.87098948805402"
"209","418","418","418","0.866623168010495","0.8639324667283017","0.8692233515270857"
"210","420","420","420","0.8658875396094909","0.8630855164055955","0.8693865138058878"
"211","422","422","422","0.8656708338358602","0.8596846233824899","0.8708900623313287"
"212","424","424","424","0.8663510609642493","0.8637995432024086","0.8696029703031918"
"213","426","426","426","0.8672127285035977","0.8610590059195697","0.8717841902308822"
"214","428","428","428","0.8672927640639628","0.8630402670486341","0.8710508312095064"
"215","430","430","430","0.8665279724251317","0.8639706322683021","0.8684622180317704"
"216","432","432","432","0.8664728595993891","0.8639571520852776","0.8679795511288171"
"217","434","434","434","0.8665078800164864","0.8640329799606601","0.86902490945785"
"218","436","436","436","0.8664121067533479","0.8639687205709974","0.8690717889185071"
"219","438","438","438","0.8663480368575481","0.8636077844793109","0.8684916835401775"
"220","440","440","440","0.8680940998059651","0.8643099083364766","0.8716284777524781"
"221","442","442","442","0.8679512937841695","0.8655027350239359","0.8706377659577774"
"222","444","444","444","0.867408171099559","0.8651986923336386","0.8699444765232183"
"223","446","446","446","0.8682293748438938","0.8632764801843446","0.8716939072652757"
"224","448","448","448","0.8675277720114571","0.8632749847074445","0.8699685547025773"
"225","450","450","450","0.8669003299707116","0.8646533860457294","0.8724966562808393"
"226","452","452","452","0.8671817395393774","0.8644205138873892","0.8728714844396576"
"227","454","454","454","0.8678952938504674","0.8656812800753203","0.8700363479190741"
"228","456","456","456","0.8669841403131435","0.8630365629461021","0.8709273097491217"
"229","458","458","458","0.8670855814162332","0.8648060857373444","0.8690048907616493"
"230","460","460","460","0.867078246759202","0.8657558885548479","0.8691782036258139"
"231","462","462","462","0.867055137894601","0.8644059882905556","0.870015493395145"
"232","464","464","464","0.8671113425036218","0.8640797723561053","0.8711770903596835"
"233","466","466","466","0.8675012168302116","0.8644982005054385","0.8707791425595812"
"234","468","468","468","0.8672075426748087","0.8637333908647042","0.8714250545577752"
"235","470","470","470","0.868272330709963","0.8641549390225519","0.8720564958565329"
"236","472","472","472","0.8672605156754344","0.8636386712230568","0.8711759504535288"
"237","474","474","474","0.8674216321753795","0.8628563436795308","0.8704049702400878"
"238","476","476","476","0.8676320640317693","0.8633310822437329","0.8704973278724335"
"239","478","478","478","0.8683396783702104","0.8639662372720578","0.8741909606895137"
"240","480","480","480","0.8680352048104097","0.863877513523549","0.8725265736668278"
"241","482","482","482","0.8674083936577823","0.8629842131305863","0.8712074178137267"
"242","484","484","484","0.8678540425145066","0.8618103339772212","0.8745491207194136"
"243","486","486","486","0.8687536033282257","0.8655515356234976","0.8722893912846835"
"244","488","488","488","0.8685101347752224","0.8644389533819141","0.8708603428468721"
"245","490","490","490","0.8683208188449685","0.8663333147240536","0.8709477864107438"
"246","492","492","492","0.8682407327251094","0.86562515531142","0.8724407901617957"
"247","494","494","494","0.8672617900456625","0.8639745608925902","0.8697737984345342"
"248","496","496","496","0.8676453227768851","0.8642685731214587","0.8698113549888838"
"249","498","498","498","0.8679721341879929","0.8655410803664169","0.8699880279255429"
"250","500","500","500","0.8679034891062625","0.8654051514519465","0.8717364875864425"
"251","502","502","502","0.8683868687128369","0.8646338367186092","0.8722602670165314"
"252","504","504","504","0.8682564793821722","0.8662970965845229","0.8707868223651055"
"253","506","506","506","0.8683946173049943","0.8669000896783091","0.8714875884928452"
"254","508","508","508","0.868166301073475","0.8654184778068883","0.8724141679332964"
"255","510","510","510","0.8684742193703439","0.8650893841876577","0.8720250504109318"
"256","512","512","512","0.8683584707145527","0.8653462354574342","0.8736528812359614"
"257","514","514","514","0.8670302582035706","0.8608180902085281","0.8745925929269546"
"258","516","516","516","0.8675257880460473","0.8646893223619716","0.8709487498950745"
"259","518","518","518","0.8678468501544856","0.8656486443064432","0.8701638352895172"
"260","520","520","520","0.8683262998150949","0.8632042224728035","0.8708027282979744"
"261","522","522","522","0.8690618197620988","0.8659734672789619","0.8719609982980192"
"262","524","524","524","0.8687108036148901","0.8662304093024654","0.8724313291267094"
"263","526","526","526","0.868344220942254","0.8648712072018784","0.8710386387557163"
"264","528","528","528","0.8684755743935778","0.8650184411299107","0.8714909799039288"
"265","530","530","530","0.8684153802458952","0.8614627975837742","0.8713921823845203"
"266","532","532","532","0.8692176473201169","0.8664102376872789","0.8724013444122403"
"267","534","534","534","0.8690334648892358","0.8666307087119589","0.871862573272423"
"268","536","536","536","0.8685973052320332","0.8662991315409712","0.8710849771779522"
"269","538","538","538","0.8678013929137289","0.863943156638231","0.8715806337663495"
"270","540","540","540","0.8679864850265122","0.862250902402332","0.8707311482113358"
"271","542","542","542","0.8698067472958325","0.8666330573280925","0.8729799597979329"
"272","544","544","544","0.8693133103030799","0.8667581705525519","0.8727629314882721"
"273","546","546","546","0.8690813954260159","0.8650645478862177","0.8725945665471646"
"274","548","548","548","0.8694365795576185","0.8652991398635133","0.873496469569271"
"275","550","550","550","0.8698717754159542","0.8672247609118443","0.8718728451411938"
"276","552","552","552","0.86951160788626","0.8653890740316876","0.8730838452028497"
"277","554","554","554","0.8685805928197416","0.8618444447227949","0.8725161173325943"
"278","556","556","556","0.8695374144979799","0.8654762287061357","0.8734289368197958"
"279","558","558","558","0.8692932002333352","0.8668814218520159","0.8717329850906582"
"280","560","560","560","0.870025977677539","0.8640504616066288","0.8718670641901675"
"281","562","562","562","0.8686265087070335","0.8660133675338673","0.8710368662788575"
"282","564","564","564","0.8694498241332544","0.8655286863421052","0.8733342363390925"
"283","566","566","566","0.8691193836571811","0.8664065452916929","0.8711126601709516"
"284","568","568","568","0.8687361745161043","0.865358587665754","0.8712499519240605"
"285","570","570","570","0.8688687119393389","0.8640037713948894","0.871296197147977"
"286","572","572","572","0.8698660270439248","0.8664496422012078","0.872813012850713"
"287","574","574","574","0.8686945075373252","0.866168279017669","0.870614758910339"
"288","576","576","576","0.8694851463066483","0.8662115680512773","0.8718959183359766"
"289","578","578","578","0.8692892945955094","0.8670503326222716","0.8706272159894396"
"290","580","580","580","0.8683639794398712","0.8653923939145248","0.8709349701878261"
"291","582","582","582","0.8686620227115043","0.8625305163441527","0.8710340420273005"
"292","584","584","584","0.8695243069938726","0.8658633169435986","0.8731179996212503"
"293","586","586","586","0.8704738618803105","0.8649620718646442","0.8737609437916309"
"294","588","588","588","0.870439938145059","0.868647543472579","0.8726036697511454"
"295","590","590","590","0.8703544339637389","0.8682361402233517","0.8731920644409862"
"296","592","592","592","0.8705502672722633","0.8677982640204612","0.8717951070899912"
"297","594","594","594","0.8700889230909189","0.866293547101597","0.8743983153263418"
"298","596","596","596","0.8707561908949415","0.8679337846556228","0.8741379228839804"
"299","598","598","598","0.8710962894496866","0.8667018983846573","0.8744210350922756"
"300","600","600","600","0.8705706264613692","0.867194113637669","0.8741022921441582"
"301","602","602","602","0.8699128902936467","0.8662344524262452","0.8728307409992964"
"302","604","604","604","0.8699385966876021","0.8680837566348937","0.870807341626489"
"303","606","606","606","0.8698340048289479","0.865562768792157","0.8726890793487219"
"304","608","608","608","0.8703280530760912","0.8684967076226101","0.8730767718135717"
"305","610","610","610","0.8704862291500772","0.8685297581082064","0.8730670521683539"
"306","612","612","612","0.8707137243438039","0.8691728787322694","0.8732881897715088"
"307","614","614","614","0.8702351446478838","0.8667038531205854","0.8724772521041445"
"308","616","616","616","0.8695513418498111","0.8670646683033671","0.8713061593849389"
"309","618","618","618","0.8698220248183681","0.8667450071061281","0.8721978873339985"
"310","620","620","620","0.8697669027242274","0.8651612678391906","0.8715907851632629"
"311","622","622","622","0.8697663894930132","0.8646109152831195","0.8724436402976782"
"312","624","624","624","0.8702143018441759","0.8649608561116668","0.8748765512216904"
"313","626","626","626","0.8698394486591754","0.8648784223703718","0.8736682989354927"
"314","628","628","628","0.8697877627004698","0.867514768060925","0.8724859149935743"
"315","630","630","630","0.8696375915171253","0.8674652599926124","0.8719097872615365"
"316","632","632","632","0.8704761556092295","0.8680620278179074","0.8715959357787726"
"317","634","634","634","0.8697018311288478","0.8645816027754314","0.8726585397158612"
"318","636","636","636","0.8689759633944553","0.8626555247864338","0.8720615363733347"
"319","638","638","638","0.8698149624848629","0.8665175394069191","0.8743881559291287"
"320","640","640","640","0.8688664666070549","0.8635596642338694","0.8728760114572861"
"321","642","642","642","0.8692480904917478","0.8667043611196664","0.8734184441019912"
"322","644","644","644","0.869916291172283","0.8666973917618308","0.8736621445730813"
"323","646","646","646","0.8696043138959991","0.8678401307801952","0.8731222288558015"
"324","648","648","648","0.8694457744473965","0.8667155789872223","0.8740251143378411"
"325","650","650","650","0.8705369692096901","0.8679837024202149","0.8732362199932191"
"326","652","652","652","0.8695853420420221","0.8666686683821503","0.8720033577380284"
"327","654","654","654","0.8693771511974117","0.8645368539588653","0.8721640298963381"
"328","656","656","656","0.8695304820946458","0.867030685346954","0.8721317767143959"
"329","658","658","658","0.869006424472329","0.8661785997646094","0.8717328870135982"
"330","660","660","660","0.8691596382025951","0.8625306199140732","0.8724821191348675"
"331","662","662","662","0.8700794040011383","0.8651806720075443","0.8733340060682501"
"332","664","664","664","0.8694912209575092","0.8659894983954036","0.872246924369671"
"333","666","666","666","0.8692770583375617","0.866924133331213","0.8713365737290348"
"334","668","668","668","0.8690907807129552","0.8666374854762623","0.8712494444124359"
"335","670","670","670","0.8700396996675088","0.8686001758597032","0.8710086996496877"
"336","672","672","672","0.8692442177974472","0.8659164524828341","0.872269146214791"
"337","674","674","674","0.8695849398428767","0.8660138781638206","0.8735539703366544"
"338","676","676","676","0.8699024444283927","0.8686131430835059","0.8726442016919729"
"339","678","678","678","0.8703695233133419","0.8685649180656179","0.8734196029208698"
"340","680","680","680","0.8704565483731578","0.8676681335636601","0.8736167257535857"
"341","682","682","682","0.870414541227284","0.868414480656596","0.8731709218960761"
"342","684","684","684","0.870007465080145","0.8675096613352602","0.8719985448426775"
"343","686","686","686","0.8697125097891979","0.8665035482323257","0.8712627585011147"
"344","688","688","688","0.8703892899627974","0.8675966801003293","0.8748459062207983"
"345","690","690","690","0.8699543546894166","0.8661962101720334","0.8725669214058124"
"346","692","692","692","0.8711155709540044","0.8680069787809728","0.8739729873390722"
"347","694","694","694","0.8703775617733369","0.8680332893091551","0.8742954939045252"
"348","696","696","696","0.8708480068654062","0.865620959084639","0.8747720207473723"
"349","698","698","698","0.8711886098880429","0.8663490835716843","0.8744227950796677"
"350","700","700","700","0.870713859265152","0.8668278526158854","0.8751579515628961"
"351","702","702","702","0.870833946608831","0.8675792775640994","0.8730198479221531"
"352","704","704","704","0.8703208573759292","0.8663370485249401","0.8737600845966312"
"353","706","706","706","0.8695322493157065","0.865623711857586","0.8755949841838909"
"354","708","708","708","0.8703039673497128","0.867202828041614","0.8740130189445613"
"355","710","710","710","0.8697109254891903","0.8660833011708948","0.8735696003861005"
"356","712","712","712","0.8693439445684324","0.8667002757059841","0.8716189014495368"
"357","714","714","714","0.8698399612873123","0.868709466725957","0.8717059798236717"
"358","716","716","716","0.870169260601668","0.8669069059593559","0.8728844080904201"
"359","718","718","718","0.8695401163988971","0.8674007518120799","0.8714777511734092"
"360","720","720","720","0.8699671646745003","0.8674302936930632","0.8746534551434165"
"361","722","722","722","0.8705094643046616","0.8692290106667867","0.8717855618040297"
"362","724","724","724","0.8712243982302409","0.8677973593918941","0.873667929150459"
"363","726","726","726","0.8695109702868817","0.8673017362561742","0.8723225226875763"
"364","728","728","728","0.8711358762701031","0.8691759415376222","0.8734627586095198"
"365","730","730","730","0.871727382340022","0.8679026083473582","0.8741789462358782"
"366","732","732","732","0.8701603084093463","0.8649599712634717","0.8723146621912722"
"367","734","734","734","0.8698540284307205","0.8667162401314543","0.8729070680878209"
"368","736","736","736","0.8702951037704288","0.8657237337440864","0.8739807174902208"
"369","738","738","738","0.8709273140239526","0.8665249679132465","0.8727031002324351"
"370","740","740","740","0.8717797113314442","0.869573606886832","0.8754102868051812"
"371","742","742","742","0.8716346024143788","0.8691852397645562","0.8747346233941938"
"372","744","744","744","0.8713734118615891","0.8658016995069721","0.8742746941690064"
