"epoch","Name: hopfield_prot - _step","Name: hopfield_prot - _step__MIN","Name: hopfield_prot - _step__MAX","Name: hopfield_prot - loss_to_report_val","Name: hopfield_prot - loss_to_report_val__MIN","Name: hopfield_prot - loss_to_report_val__MAX"
"365","730","730","730","0.1487544941008659","0.1477297738290999","0.14962313559829765"
"366","732","732","732","0.1477018789620493","0.14509644881213343","0.14978407534095986"
"367","734","734","734","0.1477643271619439","0.1461592884216892","0.15024617676517046"
"368","736","736","736","0.14873321220439525","0.1453931344643959","0.15258236676767784"
"369","738","738","738","0.1488084569585661","0.14580134979737175","0.15046405372504773"
"370","740","740","740","0.14740293902703866","0.14521561021519824","0.14899540697100305"
"371","742","742","742","0.1474072286290828","0.1431296073120925","0.15112984393624712"
"372","744","744","744","0.14863535497971636","0.14656117601212118","0.1516968272603505"
"373","746","746","746","0.14875818117794454","0.14474487888605345","0.15033911390978832"
"374","748","748","748","0.14949381127621403","0.14712809298031687","0.15208089026656665"
"375","750","750","750","0.1498448880785966","0.1487101027771789","0.1536591929049889"
"376","752","752","752","0.14729047980993518","0.14460242516977678","0.14859095492301524"
"377","754","754","754","0.1474736599134786","0.14471653996002648","0.14915232687275518"
"378","756","756","756","0.1499171238517571","0.14742560505997993","0.15300560275139058"
"379","758","758","758","0.1485159348091047","0.1448280668807552","0.15184548542614001"
"380","760","760","760","0.14924623337595683","0.14679010439716533","0.15089030394519343"
"381","762","762","762","0.149023819558248","0.1462934459129179","0.1514709863567414"
"382","764","764","764","0.14883366524576483","0.14582172325421894","0.15067817597629576"
"383","766","766","766","0.14872780130586863","0.14710651834732558","0.15074103976109426"
"384","768","768","768","0.149161798405873","0.14787895009727745","0.15121547721172934"
"385","770","770","770","0.14706175644428393","0.14535250609954492","0.1483762996144049"
"386","772","772","772","0.14999269110012944","0.14734572592861014","0.15184357915325983"
"387","774","774","774","0.14992328884051703","0.14765194225815162","0.15164858910087675"
"388","776","776","776","0.14818661257036872","0.14749500068393492","0.14908124334284872"
"389","778","778","778","0.1489306373133415","0.14664142571838126","0.1527986537984309"
"390","780","780","780","0.14708983070235943","0.14527927582213682","0.14982903833385938"
"391","782","782","782","0.14895697877559902","0.1455877913260336","0.15209892997580893"
"392","784","784","784","0.1492478691327735","0.14691444341878138","0.15105291873046567"
"393","786","786","786","0.14848629159641372","0.1457631211970901","0.15235035516923862"
"394","788","788","788","0.14908298762547406","0.14807540838951935","0.15029886027850026"
"395","790","790","790","0.14757919805294656","0.14624770288006178","0.14923915805043586"
"396","792","792","792","0.14836130876970072","0.1457051271862649","0.1504224824887381"
"397","794","794","794","0.1504904096349937","0.1462696575749586","0.15463318022116665"
"398","796","796","796","0.14821726739166713","0.14543417472391168","0.1517759609126716"
"399","798","798","798","0.14879652656827758","0.146753198975797","0.15120736550819416"
"400","800","800","800","0.1493563687277186","0.14774233786490718","0.15084091533522065"
"401","802","802","802","0.15031935761603038","0.14652134343833176","0.1528833829362999"
"402","804","804","804","0.14980824185832783","0.14723920328019868","0.15274724537955456"
"403","806","806","806","0.1486096612306494","0.1473071473854934","0.14984265938525415"
"404","808","808","808","0.14978674799560276","0.14715823691431754","0.15390512804009113"
"405","810","810","810","0.14842172114282493","0.14656406432307004","0.1507369531886978"
"406","812","812","812","0.14953204171914725","0.14695943708163908","0.15062795951812147"
"407","814","814","814","0.15038916156605447","0.14735407662991226","0.15427169634597673"
"408","816","816","816","0.14821841108720257","0.145944092859011","0.1506946315223335"
"409","818","818","818","0.15061263208142756","0.1470516612360103","0.15416627593754295"
"410","820","820","820","0.14820444094202476","0.14474036695649026","0.1506284107008782"
"411","822","822","822","0.14834707996143381","0.14624637307914956","0.150461401928743"
"412","824","824","824","0.1489789244812943","0.1458655305364861","0.15344578152726607"
"413","826","826","826","0.14883301170046948","0.14571877303220926","0.15274776345766447"
"414","828","828","828","0.15044312274812127","0.1465660083234204","0.15596112169186258"
"415","830","830","830","0.14728796698817456","0.14641532906289006","0.14997272560656583"
"416","832","832","832","0.1485255719781272","0.14729395725916758","0.14975878832282882"
"417","834","834","834","0.1490948013951628","0.1471387467758015","0.15124475123910883"
"418","836","836","836","0.14921411449384653","0.14606383868000083","0.15199826604181413"
"419","838","838","838","0.14851972175447709","0.1472113616253018","0.15140584547585492"
"420","840","840","840","0.14841681507724205","0.14640497606716651","0.15124440519408955"
"421","842","842","842","0.1498579357891304","0.1473915429232418","0.15398422590354618"
"422","844","844","844","0.15005902390515263","0.1478924880529696","0.15092579822808072"
"423","846","846","846","0.14923460983990322","0.1466160466782347","0.15143702177102278"
"424","848","848","848","0.14924733434268744","0.14781612226161345","0.15091320804469885"
"425","850","850","850","0.1485821980611935","0.1465843074099142","0.14954250969603755"
"426","852","852","852","0.14879642003569388","0.14669452430282226","0.15370646772884472"
"427","854","854","854","0.14815322565425154","0.14676146003779467","0.14883011318976694"
"428","856","856","856","0.14900874006442352","0.14781585444676268","0.15064646300436144"
"429","858","858","858","0.14801111538373196","0.1455975387215508","0.15074329032422748"
"430","860","860","860","0.14858230351235358","0.14783671254660327","0.1492034746011486"
"431","862","862","862","0.149488954315191","0.14738682323745086","0.1513957412560283"
"432","864","864","864","0.1487897318933497","0.14732818152925078","0.15149855090062872"
"433","866","866","866","0.1478991001970297","0.14567173358352564","0.14988053324306064"
"434","868","868","868","0.15068501995672726","0.14977549997310555","0.15166101998702133"
"435","870","870","870","0.15033817629867013","0.14890731428531834","0.1512732922443016"
"436","872","872","872","0.14957739882162335","0.1482092184129078","0.15145481248462792"
"437","874","874","874","0.14808196959445685","0.14571977288679774","0.1516227587919918"
"438","876","876","876","0.14875798167458115","0.14366878202625058","0.15226150020804988"
"439","878","878","878","0.1481498012708175","0.14679338694652558","0.14925617393700982"
"440","880","880","880","0.14810568510606587","0.14602036143264696","0.15157697244973223"
"441","882","882","882","0.14877617435881837","0.14695611313680843","0.15040540589695986"
"442","884","884","884","0.1488544885025632","0.14540594239030677","0.15084168960337488"
"443","886","886","886","0.14888014179334044","0.14600427174809766","0.1505782522711463"
"444","888","888","888","0.14822934989250725","0.1474137697573906","0.1507330417752375"
"445","890","890","890","0.14950385011439019","0.14835976283968472","0.1519611436610879"
"446","892","892","892","0.14828671409318825","0.14562290501316286","0.1503513769314941"
"447","894","894","894","0.14774518958355612","0.1434404819679125","0.150923864920128"
"448","896","896","896","0.1485784149101876","0.14635965489773614","0.15092374138587344"
"449","898","898","898","0.14817220442128476","0.14585583621581796","0.15019387804382892"
"450","900","900","900","0.14877151612929868","0.14654808435560845","0.1517330859066803"
"451","902","902","902","0.14818594041792876","0.1459850938290893","0.15004347959466477"
"452","904","904","904","0.14970864523659141","0.14721076157246285","0.1511782843856483"
"453","906","906","906","0.15000604970149145","0.14635818384435573","0.15532805501830646"
"454","908","908","908","0.14986731187687571","0.14817454677601555","0.15153094914253604"
"455","910","910","910","0.1480395694912521","0.1461104739170976","0.14977817344740996"
"456","912","912","912","0.14853866419255887","0.14450438897191623","0.1509567702334995"
"457","914","914","914","0.1480308751296797","0.14656088314412008","0.14938719510053344"
"458","916","916","916","0.14960391742174475","0.1476507995207529","0.15161542224544275"
"459","918","918","918","0.15000533539897837","0.1459752024335894","0.1520654566890252"
"460","920","920","920","0.14946082828403487","0.14576095996674396","0.1554788869406922"
"461","922","922","922","0.1480960971721869","0.14606325555385263","0.15070764890730243"
"462","924","924","924","0.14926560461101976","0.1464124292560507","0.15206935380260483"
"463","926","926","926","0.14943971388764957","0.14856225360941813","0.15101878398944746"
"464","928","928","928","0.14844645103636944","0.14664749947624078","0.15068937631140772"
"465","930","930","930","0.14904949683993868","0.14634906786281357","0.1511947040371362"
"466","932","932","932","0.15011628431041477","0.14800190331485735","0.1537840620717387"
"467","934","934","934","0.14819198972351988","0.14428668636041872","0.150491861761028"
"468","936","936","936","0.14878391581233458","0.14619100439965815","0.15107708147861323"
"469","938","938","938","0.14978773222343345","0.14653127026831414","0.15371449219314862"
"470","940","940","940","0.15041071689065727","0.14689185520564985","0.1559569171597468"
"471","942","942","942","0.1485464033325931","0.1464648584033777","0.15106703960686987"
"472","944","944","944","0.14876419252290035","0.14617387995439246","0.1520509450144462"
"473","946","946","946","0.14852424553393642","0.14613886524654274","0.1517002237583074"
"474","948","948","948","0.1493300930638501","0.14545869483321328","0.15121313225358413"
"475","950","950","950","0.1491549337315065","0.14701997083767634","0.15351599585252457"
"476","952","952","952","0.1490452648301035","0.14655830852583973","0.1516870034107637"
"477","954","954","954","0.14920870210296244","0.14654579581358887","0.15103378548847843"
"478","956","956","956","0.14772677089953765","0.1451432379372644","0.1509023084188613"
"479","958","958","958","0.14894922820652703","0.14703894696093836","0.15132384066111135"
"480","960","960","960","0.14887598201912128","0.14719829540998577","0.15080705160892863"
"481","962","962","962","0.14756122559819038","0.14611162912090325","0.14912507550414134"
"482","964","964","964","0.14684142813632325","0.1448404597416778","0.14992697724663775"
"483","966","966","966","0.14913488665888064","0.1464517085589052","0.15152742824851473"
"484","968","968","968","0.14891256224798582","0.1471746633835927","0.15180422546610575"
"485","970","970","970","0.14738299660406476","0.14475890275688977","0.14890266157055784"
"486","972","972","972","0.14981811124186029","0.14834776943677566","0.15168316067023246"
"487","974","974","974","0.1494062402034649","0.1468393867656747","0.15140501256974292"
"488","976","976","976","0.1489831362835628","0.14528572667168543","0.1515749422546317"
"489","978","978","978","0.14988101072105903","0.14760196858135002","0.15479314873486325"
"490","980","980","980","0.15035768132430394","0.1483211653017613","0.15295660101290717"
"491","982","982","982","0.14983813901350215","0.14599137661652975","0.15548920480627984"
"492","984","984","984","0.14884656542599148","0.145764222351717","0.15044837997548743"
"493","986","986","986","0.15037039756963883","0.14824341446361192","0.1522134683563283"
"494","988","988","988","0.14832000903764958","0.14683556177347115","0.15107834963084954"
"495","990","990","990","0.14988162407707215","0.1477189835073519","0.15175752603072254"
"496","992","992","992","0.1502859642972767","0.14805624356762564","0.15377301111526392"
"497","994","994","994","0.14987395312611693","0.14782753082618724","0.15198685372686768"
"498","996","996","996","0.14951671669129427","0.14605739531485126","0.15228129495559212"
"499","998","998","998","0.1496634494953532","0.1484313196422975","0.15064221471328737"
"500","1000","1000","1000","0.1500249669473887","0.14764817460665958","0.15183859696182414"
"501","1002","1002","1002","0.14908226232660815","0.14812410089296216","0.15049750440959725"
"502","1004","1004","1004","0.14935966880076115","0.1468145415020684","0.15092180636472668"
"503","1006","1006","1006","0.1499141839305443","0.14755547650548345","0.15250048129949442"
"504","1008","1008","1008","0.15052516535015303","0.14730853724814785","0.15619522305135833"
"505","1010","1010","1010","0.14895660107167014","0.14663876685904606","0.15174481258102768"
"506","1012","1012","1012","0.14938341748687228","0.14886200015675696","0.15031138675415257"
"507","1014","1014","1014","0.14877662657389107","0.1454977637583098","0.1539181793806332"
"508","1016","1016","1016","0.14921688533354538","0.1473380261292115","0.1517120898191514"
"509","1018","1018","1018","0.1494408294017849","0.14475121315234296","0.15231255310779762"
"510","1020","1020","1020","0.15025509858797628","0.14891486187469288","0.15223710149558078"
"511","1022","1022","1022","0.14805364495369114","0.14714929397559537","0.14870972071374514"
"512","1024","1024","1024","0.14974821934367127","0.1475637842248629","0.15123973582225614"
"513","1026","1026","1026","0.14848939621125096","0.14636271327764883","0.14992199420641103"
"514","1028","1028","1028","0.14895439241834701","0.14735234247249424","0.14988025524738102"
"515","1030","1030","1030","0.14739018554233524","0.14552051153165557","0.1486307104741482"
"516","1032","1032","1032","0.1488594420623717","0.14790153070048986","0.1498246547385965"
"517","1034","1034","1034","0.14872856503325538","0.14521254488833987","0.15311005815900294"
"518","1036","1036","1036","0.14986198477070464","0.14709469834877167","0.15568339802363462"
"519","1038","1038","1038","0.15114575216731274","0.14775324636819948","0.15526139361180807"
"520","1040","1040","1040","0.14929043528426367","0.14799088695239884","0.15087468158714337"
"521","1042","1042","1042","0.14934367533526033","0.14515002002522193","0.15260345129596434"
"522","1044","1044","1044","0.14894291139643495","0.14573183673197626","0.15070772248664566"
"523","1046","1046","1046","0.14994164249952205","0.14532531163991896","0.1514307681315647"
"524","1048","1048","1048","0.15046216104939453","0.14712407260317123","0.15291317222021464"
"525","1050","1050","1050","0.14951730543557282","0.14614660850110445","0.15104188415085978"
"526","1052","1052","1052","0.14920545297953894","0.14695667351781888","0.15091493382257043"
"527","1054","1054","1054","0.14844520500119207","0.14673066790108208","0.15088531090986274"
"528","1056","1056","1056","0.1494606983346986","0.14721483701416865","0.15218166396975144"
"529","1058","1058","1058","0.14886912610148423","0.14671084287710132","0.15113145075207662"
"530","1060","1060","1060","0.1497007123393521","0.14704493287915676","0.15397322459443302"
"531","1062","1062","1062","0.1511496602323178","0.14764752745534104","0.1548335401857095"
"532","1064","1064","1064","0.14969637595455787","0.14821975962909575","0.15134794164358753"
"533","1066","1066","1066","0.1493739456184303","0.1482755731625185","0.1501324669443276"
"534","1068","1068","1068","0.1490269504995972","0.1474466614585419","0.15050373791690952"
"535","1070","1070","1070","0.15057252953380715","0.14794418425772948","0.15187421072236607"
"536","1072","1072","1072","0.14859702823461984","0.1457976629243072","0.15248125825787404"
"537","1074","1074","1074","0.14921620872515529","0.14658849655770453","0.15151703380523196"
"538","1076","1076","1076","0.15045781140013637","0.14949123817580845","0.15171997239708132"
"539","1078","1078","1078","0.14912007659645407","0.14765145926857967","0.15062758673838314"
"540","1080","1080","1080","0.14777645021195612","0.14665405526180708","0.14988704882191897"
"541","1082","1082","1082","0.15000334851638514","0.14693604959968348","0.1513885486309732"
"542","1084","1084","1084","0.14922219788493607","0.14569086566794198","0.15237146770129492"
"543","1086","1086","1086","0.14896478216191572","0.14805482267529663","0.14933114577758339"
"544","1088","1088","1088","0.1486865391262106","0.14731956606385982","0.14957373810840863"
"545","1090","1090","1090","0.15111618263305132","0.14912157095844877","0.15413911137868033"
"546","1092","1092","1092","0.14957480555014083","0.14699349241122414","0.15254244218291851"
"547","1094","1094","1094","0.1480305743881992","0.14600724358017914","0.1526565712749706"
"548","1096","1096","1096","0.15043251794664236","0.14682937911110608","0.154919981437928"
"549","1098","1098","1098","0.14948912057886335","0.1468477983594037","0.15383440468597442"
"550","1100","1100","1100","0.1496676694653899","0.14627386952381194","0.15185196835626003"
"551","1102","1102","1102","0.14932115716971534","0.1466046098353447","0.15498120983855865"
"552","1104","1104","1104","0.14981962449087716","0.14692588580830604","0.15253965103168368"
"553","1106","1106","1106","0.15006208356325396","0.14769375696365053","0.15183676994678427"
"554","1108","1108","1108","0.15024321438351654","0.14887753308263157","0.15279657173368882"
"555","1110","1110","1110","0.15039500644290407","0.1466249979308745","0.15428847230270676"
"556","1112","1112","1112","0.1502568241111396","0.14657322166635067","0.1533496253502343"
"557","1114","1114","1114","0.15105429565441297","0.14903541812267213","0.1538579805277889"
"558","1116","1116","1116","0.1503857898157138","0.14850307585632636","0.15307437123153678"
"559","1118","1118","1118","0.14883188254889065","0.14746665504758652","0.14982220050759415"
"560","1120","1120","1120","0.14941153093398093","0.1477195697329009","0.1512009498027481"
"561","1122","1122","1122","0.15040876749943327","0.14820813135178432","0.15211697204721675"
"562","1124","1124","1124","0.1518456559010385","0.1498289437000004","0.15500953758644057"
"563","1126","1126","1126","0.15092341452317487","0.14716235267529357","0.15327332231846802"
"564","1128","1128","1128","0.1517236410771009","0.14766442681236933","0.15508889443912446"
"565","1130","1130","1130","0.15078151218243602","0.15006927099240372","0.15197310538602468"
"566","1132","1132","1132","0.14977313767580672","0.14864642230493416","0.15085462464545954"
"567","1134","1134","1134","0.15027549786418087","0.1481540887095728","0.15312128248705378"
"568","1136","1136","1136","0.14940597338688238","0.1458448004566207","0.15219281378071195"
"569","1138","1138","1138","0.14988580063239193","0.14776078147495658","0.1514915152960778"
"570","1140","1140","1140","0.15028621121220354","0.14894043473347035","0.15166894503025363"
"571","1142","1142","1142","0.14900090154739018","0.14666593517217852","0.15094813708938126"
"572","1144","1144","1144","0.1487899212895786","0.14626858619823246","0.1509246113896904"
"573","1146","1146","1146","0.15040487661588198","0.1458134180008208","0.1535338410283718"
"574","1148","1148","1148","0.14937098459944304","0.14819076632604236","0.15045441796958817"
"575","1150","1150","1150","0.14819225602285085","0.14595821384401622","0.15050355819088146"
"576","1152","1152","1152","0.14947552207069456","0.14887577503400828","0.14998648687835536"
"577","1154","1154","1154","0.1485589987888063","0.14438049409092096","0.1520013152842141"
"578","1156","1156","1156","0.14833713045216596","0.1455981993798833","0.15192016397948704"
"579","1158","1158","1158","0.15113013826064062","0.1478004559531832","0.15293253698333703"
"580","1160","1160","1160","0.14958298145048005","0.14734117107372616","0.1533984671366884"
"581","1162","1162","1162","0.148491825818636","0.146802975739851","0.15033268700359284"
"582","1164","1164","1164","0.14891497636463652","0.14680062497516905","0.15134436528691098"
"583","1166","1166","1166","0.14820834881314848","0.14447501444257818","0.15433952158713915"
"584","1168","1168","1168","0.15018516221038555","0.14633187936367484","0.15519705555100433"
"585","1170","1170","1170","0.14772608351328848","0.14694346811090161","0.1482471582733844"
"586","1172","1172","1172","0.14973758879554633","0.14608703525029373","0.15373427779291882"
"587","1174","1174","1174","0.14981544994550802","0.1467351580087144","0.1534638004374696"
"588","1176","1176","1176","0.14856254075856598","0.14557254975615755","0.15194038758965595"
"589","1178","1178","1178","0.15023592469605213","0.1474559449572903","0.15417895401490428"
"590","1180","1180","1180","0.1489456863375168","0.14588731588112216","0.15174859490164197"
"591","1182","1182","1182","0.15089802437875308","0.1478077010351234","0.15390857475322678"
"592","1184","1184","1184","0.15101834721407387","0.14819279364038163","0.15372235685693997"
"593","1186","1186","1186","0.15020197536298258","0.1476268666800831","0.15461387497171047"
"594","1188","1188","1188","0.15083319365001616","0.1494817629065149","0.15190300894237213"
"595","1190","1190","1190","0.1511982727046423","0.14807259622876515","0.1540249874101991"
"596","1192","1192","1192","0.14853801418193072","0.14534752210120372","0.1520166814503603"
"597","1194","1194","1194","0.14994140458589805","0.14861216675807684","0.15113373179961112"
"598","1196","1196","1196","0.14984184216780363","0.1461918178538621","0.1529073194886787"
"599","1198","1198","1198","0.1493492389300889","0.14890009041502583","0.15009931572902083"
"600","1200","1200","1200","0.149294818217858","0.14785140199499366","0.15064407191476903"
"601","1202","1202","1202","0.15142829682958597","0.14839633888663478","0.15548540156536078"
"602","1204","1204","1204","0.14897032142107453","0.14696448308832627","0.14993159178636425"
"603","1206","1206","1206","0.14891565666534623","0.14573037472392086","0.15018799782479547"
"604","1208","1208","1208","0.15040216454934166","0.14937248219920993","0.15210592877505968"
"605","1210","1210","1210","0.1509414550735594","0.1489204111124494","0.15381728366745015"
"606","1212","1212","1212","0.15019393267200054","0.1475189567412353","0.1526857917711829"
"607","1214","1214","1214","0.14910195632389206","0.14639769841191544","0.15059665259022562"
"608","1216","1216","1216","0.15191834608851687","0.1473365136350725","0.15677558928430502"
"609","1218","1218","1218","0.15115960809713438","0.1477194041038858","0.15531745545028372"
"610","1220","1220","1220","0.15075198325399888","0.14876147787669852","0.1540188300841497"
"611","1222","1222","1222","0.14968840972401937","0.1471527086864499","0.15114138789343107"
"612","1224","1224","1224","0.150459689360481","0.14674550241103423","0.1528207332942033"
"613","1226","1226","1226","0.14889711997511387","0.14727168841648877","0.15005145708049042"
"614","1228","1228","1228","0.14970564209653694","0.1475145130837477","0.15338509856685226"
"615","1230","1230","1230","0.148859676772862","0.1471168016863335","0.1509662131574541"
"616","1232","1232","1232","0.14891693793002003","0.1448686597406216","0.15011437383084536"
"617","1234","1234","1234","0.14883173123674207","0.1469743252463907","0.14977027482586436"
"618","1236","1236","1236","0.150677383197212","0.14811190282318018","0.1553320057689107"
"619","1238","1238","1238","0.1496645440606172","0.14833086979728977","0.1513342987654267"
"620","1240","1240","1240","0.1497103389104944","0.14808985004022554","0.15109219874444246"
"621","1242","1242","1242","0.14904288978015454","0.14717125673476353","0.15199509466374186"
"622","1244","1244","1244","0.14982858332420643","0.14813028599953937","0.15148075300865133"
"623","1246","1246","1246","0.15112844915396012","0.1462617121680371","0.158764549836785"
"624","1248","1248","1248","0.1473612784855523","0.14522240005356687","0.14868153113883664"
"625","1250","1250","1250","0.14972836959191688","0.14590072471595236","0.15302002650207353"
"626","1252","1252","1252","0.15020805485541142","0.14622244746174795","0.15544072497895448"
"627","1254","1254","1254","0.15060368313689992","0.14849282962259538","0.1523345720827789"
"628","1256","1256","1256","0.1486891038343596","0.14722505785473755","0.15055718621860337"
"629","1258","1258","1258","0.15013831387345003","0.14701735309900618","0.1537361136959123"
"630","1260","1260","1260","0.14956154366091323","0.14793574348932026","0.1503043625656565"
"631","1262","1262","1262","0.1501433805163309","0.14847734192789297","0.1549073040033561"
"632","1264","1264","1264","0.14689871973933138","0.14396959352897917","0.14807840804523273"
"633","1266","1266","1266","0.14944882544629054","0.1472956919483186","0.15160642935405771"
"634","1268","1268","1268","0.14848512057019433","0.1456945896376782","0.15182495223780487"
"635","1270","1270","1270","0.1508743115896252","0.14757223199327044","0.15549711577505634"
"636","1272","1272","1272","0.14985946932499322","0.1481193918871385","0.15167909003718263"
"637","1274","1274","1274","0.14995973414897074","0.1479600029254288","0.1530495972243382"
"638","1276","1276","1276","0.1487308930602397","0.14737428979703998","0.14977450189873276"
"639","1278","1278","1278","0.1506726315966424","0.1478962337892223","0.1538407375129673"
"640","1280","1280","1280","0.15157488107037204","0.14877354743091706","0.15459199472657106"
"641","1282","1282","1282","0.14946401571956136","0.14842496228078844","0.15103453164794753"
"642","1284","1284","1284","0.1500174014074136","0.14868412815190404","0.151401394018154"
"643","1286","1286","1286","0.1508812287280687","0.1490427036100126","0.15348850060395205"
"644","1288","1288","1288","0.1515430392547616","0.14952296510989088","0.15345267749143218"
"645","1290","1290","1290","0.15011295608006694","0.14845453416955592","0.15252232193256196"
"646","1292","1292","1292","0.14892957640691634","0.1472287333541557","0.15072807821688522"
"647","1294","1294","1294","0.1494644745243665","0.14683173227824511","0.1517884796332553"
"648","1296","1296","1296","0.15037546302167495","0.14858888378290525","0.1517899039629412"
"649","1298","1298","1298","0.1498760630871943","0.146457494188092","0.1543832206171026"
"650","1300","1300","1300","0.14956842019847588","0.14801041765912792","0.15142711275287507"
"651","1302","1302","1302","0.14987414741319385","0.1475694194312508","0.1518281799299271"
"652","1304","1304","1304","0.1506403132028884","0.14839271110789878","0.15367847891692285"
"653","1306","1306","1306","0.15073123539542382","0.14854208513120645","0.15303708864709803"
"654","1308","1308","1308","0.14996707115806712","0.14755547381390885","0.15320867236874053"
"655","1310","1310","1310","0.15201074657421332","0.1491934871989068","0.1534631252045529"
"656","1312","1312","1312","0.15297589313585297","0.14931209533761228","0.15712284115402858"
"657","1314","1314","1314","0.1502479636033677","0.1487650888578837","0.15326830446204598"
"658","1316","1316","1316","0.15226884288266446","0.14829632227293282","0.15493823305571683"
"659","1318","1318","1318","0.14977074681348376","0.14779584725576095","0.15162547024330922"
"660","1320","1320","1320","0.14959445824010292","0.14729067065137874","0.15233044516526448"
"661","1322","1322","1322","0.15020209800708834","0.1482353222775445","0.15174771466920128"
"662","1324","1324","1324","0.1504545494165356","0.14825074145263323","0.1524915953969901"
"663","1326","1326","1326","0.15081986681934856","0.149617677916942","0.15177469438725347"
"664","1328","1328","1328","0.1504092884141579","0.1473408615923841","0.15372883019644304"
"665","1330","1330","1330","0.1512191948228861","0.14825481793801787","0.15574748981325198"
"666","1332","1332","1332","0.14939944972158964","0.1457612711812578","0.15264666884698044"
"667","1334","1334","1334","0.1508423736879326","0.1489391991330739","0.15246621952591136"
"668","1336","1336","1336","0.15307876551932856","0.15135875010158956","0.1557299630358995"
"669","1338","1338","1338","0.1500121114658246","0.1487086435099486","0.15155060278398502"
"670","1340","1340","1340","0.1508036540377045","0.14951358206982635","0.15245681522826854"
"671","1342","1342","1342","0.15126172781463207","0.14820087292644024","0.1542061977339457"
"672","1344","1344","1344","0.15024995079848263","0.14885764358334802","0.15195921872622273"
"673","1346","1346","1346","0.15107469612767832","0.14856576523501192","0.15560184581824452"
"674","1348","1348","1348","0.1509328139778888","0.14814078670486874","0.15493988477198015"
"675","1350","1350","1350","0.15027046278938444","0.14729435869762295","0.1560248087656098"
"676","1352","1352","1352","0.15061104891169616","0.14732082178412476","0.1532390159949701"
"677","1354","1354","1354","0.14982031519002215","0.1471261185628218","0.15262654570437975"
"678","1356","1356","1356","0.14928062193215869","0.1460417633315625","0.15281879828227302"
"679","1358","1358","1358","0.1526870514386718","0.1511493560667547","0.1542474752063021"
"680","1360","1360","1360","0.15087659177150536","0.14845231223256783","0.15247141006338882"
"681","1362","1362","1362","0.1497286496006151","0.14716969767355378","0.15223113250734127"
"682","1364","1364","1364","0.15112308793069443","0.1483169038330591","0.15252942369327863"
"683","1366","1366","1366","0.14953564691504537","0.148166601288298","0.15178980719321808"
"684","1368","1368","1368","0.15047369603534883","0.14854797156661742","0.15248171374164313"
"685","1370","1370","1370","0.14944922616497655","0.14820207525252932","0.15122298371870624"
"686","1372","1372","1372","0.14990384195925704","0.1477904551750975","0.15203964875039702"
"687","1374","1374","1374","0.15069981689465314","0.14922900158107769","0.15315298145872078"
"688","1376","1376","1376","0.15017886166719646","0.14671127590285807","0.15250217053030973"
"689","1378","1378","1378","0.1498888729618394","0.14934280996814409","0.15045962522056008"
"690","1380","1380","1380","0.14967116840079975","0.1472609973447321","0.15089702805280802"
"691","1382","1382","1382","0.15197055201525694","0.14961151560552788","0.15498918058234765"
"692","1384","1384","1384","0.15027724003285164","0.149218784294399","0.15172819616344851"
"693","1386","1386","1386","0.15123995402897256","0.14997019482235763","0.15244701710750264"
"694","1388","1388","1388","0.15152647433583366","0.1504625700688725","0.15290640329609767"
"695","1390","1390","1390","0.15220972868093968","0.15103988157570178","0.15325603449446526"
"696","1392","1392","1392","0.15031559238313713","0.14767522458039906","0.155271518435602"
"697","1394","1394","1394","0.15176184574301083","0.1485621376536806","0.1575702057815687"
"698","1396","1396","1396","0.1522042410111152","0.14789482021961273","0.15416304567317124"
"699","1398","1398","1398","0.15056199406172954","0.14891211769041893","0.15335268063186694"
"700","1400","1400","1400","0.15061634344805902","0.14635642156216108","0.15352392417453528"
"701","1402","1402","1402","0.15053184397342992","0.14737684560959394","0.15489307302159608"
"702","1404","1404","1404","0.15140555893641153","0.14761982387375033","0.15629358712050065"
"703","1406","1406","1406","0.1507424385283158","0.14586221587234524","0.15512908122548558"
"704","1408","1408","1408","0.15257439706629955","0.14657181493495205","0.15940310265555235"
"705","1410","1410","1410","0.15024793041589626","0.14673205413897522","0.15246143839796492"
"706","1412","1412","1412","0.15186404209868928","0.14846089871083598","0.15496901949087086"
"707","1414","1414","1414","0.1515849558602133","0.14528737564901684","0.154942440066676"
"708","1416","1416","1416","0.1519223526680524","0.1482126983493278","0.15657452732772378"
"709","1418","1418","1418","0.15017528154410903","0.14622184489687126","0.1531085336110958"
"710","1420","1420","1420","0.15176583615647202","0.14966125679552997","0.15372845813825103"
"711","1422","1422","1422","0.1513547184589908","0.14951012854272383","0.15311565426188997"
"712","1424","1424","1424","0.15112788416921966","0.14735413395851482","0.15477285482424635"
"713","1426","1426","1426","0.15054302749149343","0.14702709662715796","0.15246857995702223"
"714","1428","1428","1428","0.14951631879962188","0.1456349725647446","0.15201295011886481"
"715","1430","1430","1430","0.15092040978242816","0.14746947771931573","0.15317543193837965"
"716","1432","1432","1432","0.15107135743182348","0.14744644244390442","0.15470984274340843"
"717","1434","1434","1434","0.15073857162530016","0.14899494005973407","0.15297508831860226"
"718","1436","1436","1436","0.15320759293101985","0.14932027507630663","0.15693698979352094"
"719","1438","1438","1438","0.15120770561894306","0.1486112969025437","0.15394228209783284"
"720","1440","1440","1440","0.15008206217107428","0.14669270084286326","0.15304523075964535"
"721","1442","1442","1442","0.15017589399307996","0.14765446287837963","0.1537534646079812"
