"epoch","wurdinger_fnn_testset.yaml - _step","wurdinger_fnn_testset.yaml - _step__MIN","wurdinger_fnn_testset.yaml - _step__MAX","wurdinger_fnn_testset.yaml - loss_to_report_val","wurdinger_fnn_testset.yaml - loss_to_report_val__MIN","wurdinger_fnn_testset.yaml - loss_to_report_val__MAX"
"710","1420","1420","1420","0.13091819563052506","0.12850241418648883","0.13434271289080818"
"711","1422","1422","1422","0.13097948727684364","0.12819056597828185","0.13406260568045714"
"712","1424","1424","1424","0.13020423378087764","0.12782874885137835","0.13318378271154926"
"713","1426","1426","1426","0.12994362904399517","0.12819113971672874","0.13166345394248102"
"714","1428","1428","1428","0.12996772725745892","0.12777776899645077","0.13143662595675495"
"715","1430","1430","1430","0.13068596200471544","0.12812370480777835","0.13417046829602983"
"716","1432","1432","1432","0.1296252990897275","0.1282467995443867","0.13146973095972736"
"717","1434","1434","1434","0.12940227886976866","0.12714586443875414","0.13262701785942824"
"718","1436","1436","1436","0.13003292733500751","0.12751763644848169","0.13406480740090643"
"719","1438","1438","1438","0.13034295827408124","0.1263228490524708","0.13454147310989778"
"720","1440","1440","1440","0.13055853729913885","0.12770853491765452","0.13322821127887433"
"721","1442","1442","1442","0.13004600479921874","0.12790762210591927","0.1322629561723838"
"722","1444","1444","1444","0.13020543849552976","0.12757288517369422","0.1325323607538119"
"723","1446","1446","1446","0.13085492331871762","0.12825926925116493","0.13341120432701734"
"724","1448","1448","1448","0.13067593131854843","0.12803765814023546","0.1349714840882986"
"725","1450","1450","1450","0.13091951071789618","0.12903144461888025","0.1325353689420111"
"726","1452","1452","1452","0.1306636953123901","0.12805254179579892","0.1329138485322789"
"727","1454","1454","1454","0.1306423383708582","0.1285356276133912","0.13319435197904758"
"728","1456","1456","1456","0.1300958234641497","0.1272672449993413","0.13197625725900047"
"729","1458","1458","1458","0.13001878496585145","0.1280791427288898","0.13329358142717074"
"730","1460","1460","1460","0.13041905081700048","0.128916724733051","0.1325897614975165"
"731","1462","1462","1462","0.13129973976149223","0.12901876314118274","0.13432917631097496"
"732","1464","1464","1464","0.1298713880290493","0.12771800072194275","0.1317722771412326"
"733","1466","1466","1466","0.13095915319996765","0.1287287034083563","0.1329795103723596"
"734","1468","1468","1468","0.13047517261734617","0.12917051813554742","0.13212623275333202"
"735","1470","1470","1470","0.1313759596689444","0.12830521050213653","0.13480542244692695"
"736","1472","1472","1472","0.13021078391736562","0.12676082013154844","0.13306540815147644"
"737","1474","1474","1474","0.13068203264149972","0.12791649583442494","0.13414135944578276"
"738","1476","1476","1476","0.13037880268874372","0.12833636953535887","0.13284939468154627"
"739","1478","1478","1478","0.13004884842047088","0.12739655139669873","0.13271485752415182"
"740","1480","1480","1480","0.13046544816032252","0.12691795385954338","0.13369206601733447"
"741","1482","1482","1482","0.1305581208159777","0.12675295257134112","0.1356882613328474"
"742","1484","1484","1484","0.13024301918712486","0.12678367698974904","0.13536797889123178"
"743","1486","1486","1486","0.12991461006846","0.12825216626727334","0.13188377814267987"
"744","1488","1488","1488","0.13044032785747645","0.12694010694092595","0.13306399696046042"
"745","1490","1490","1490","0.1303389916607988","0.12700935163297591","0.13196829621448097"
"746","1492","1492","1492","0.1303308421601219","0.1279740323575569","0.13333373613554236"
"747","1494","1494","1494","0.13082595410174788","0.12803967707733607","0.13330827532856732"
"748","1496","1496","1496","0.13006476565386854","0.1259716527151231","0.13392027192847358"
"749","1498","1498","1498","0.12967971685313567","0.12661310182528768","0.1319729722585575"
"750","1500","1500","1500","0.130323464662839","0.12746195665235613","0.13236133638213318"
"751","1502","1502","1502","0.13046147114248513","0.12803182265748236","0.13301823868200488"
"752","1504","1504","1504","0.13059987118404745","0.127855976566166","0.13449033245697933"
"753","1506","1506","1506","0.12984189278861474","0.1275653270377404","0.13333408843089076"
"754","1508","1508","1508","0.13011397568767324","0.12790114570153488","0.13287321644307185"
"755","1510","1510","1510","0.13083328254914622","0.1281207581356789","0.13565450249438493"
"756","1512","1512","1512","0.12968654808113605","0.1263875951944653","0.13192653401673157"
"757","1514","1514","1514","0.1306037197999485","0.12738881940005314","0.13471490708246578"
"758","1516","1516","1516","0.12988736220202154","0.12766234076998242","0.13227058326946492"
"759","1518","1518","1518","0.12999784263797962","0.12734577502722846","0.13191677933067036"
"760","1520","1520","1520","0.13090169989466402","0.1284129550544617","0.13319896441322604"
"761","1522","1522","1522","0.13021929394540138","0.1282446354590487","0.13335669624013272"
"762","1524","1524","1524","0.13062453625969045","0.12818715452484433","0.13319568407399457"
"763","1526","1526","1526","0.13069231410901488","0.12885077703488743","0.13281466041189174"
"764","1528","1528","1528","0.1302053367190483","0.12891322810626119","0.13246979476796772"
"765","1530","1530","1530","0.1296849396626376","0.12847396129258284","0.1323617508612015"
"766","1532","1532","1532","0.13091912493400631","0.12877983402532317","0.13365586704391488"
"767","1534","1534","1534","0.13074319257678604","0.12842483684537948","0.1341706775359175"
"768","1536","1536","1536","0.1299246485117115","0.12836737170123635","0.13158901774121792"
"769","1538","1538","1538","0.13029465379010058","0.12575265688419388","0.1322489115244948"
"770","1540","1540","1540","0.13015610390570648","0.12805452186318664","0.13223406977459193"
"771","1542","1542","1542","0.12911752098009208","0.12704722575326408","0.13261075973796557"
"772","1544","1544","1544","0.13028451765371798","0.12776538813506885","0.13397507843817558"
"773","1546","1546","1546","0.1301466468447711","0.12865287240191287","0.134424777525337"
"774","1548","1548","1548","0.13037744098927284","0.12655680931106794","0.13437658129579316"
"775","1550","1550","1550","0.12962652989715323","0.1268296921322641","0.13261275259921446"
"776","1552","1552","1552","0.13066995487932442","0.1274504092542555","0.1331486992658855"
"777","1554","1554","1554","0.1300360355518005","0.1267319961606171","0.13367297037605985"
"778","1556","1556","1556","0.1304314986228829","0.12809582117973564","0.13428653763733622"
"779","1558","1558","1558","0.1309993957159255","0.12929424860042812","0.13317715234326508"
"780","1560","1560","1560","0.13026519228905567","0.12632931303351042","0.13358064313376014"
"781","1562","1562","1562","0.13036896291227115","0.1271176704391591","0.13221976002638827"
"782","1564","1564","1564","0.13014752042939198","0.12762225958283177","0.13461885048246516"
"783","1566","1566","1566","0.13063209507116427","0.1276209577937125","0.13370752800872115"
"784","1568","1568","1568","0.13020124895384733","0.1282696257999079","0.13345735187201976"
"785","1570","1570","1570","0.13052111059382146","0.12888611030877323","0.13325289721941255"
"786","1572","1572","1572","0.13065495554132664","0.12866559831486063","0.13186060906143526"
"787","1574","1574","1574","0.1302160417160566","0.1268748201388962","0.13302546268995746"
"788","1576","1576","1576","0.13022261792285056","0.12767905134635726","0.13337878871015535"
"789","1578","1578","1578","0.13140777813751353","0.1279746195474915","0.13511636842185487"
"790","1580","1580","1580","0.13132796929512572","0.12905629178553116","0.13422015723014044"
"791","1582","1582","1582","0.1300820912014008","0.12800689901627407","0.13140042115685321"
"792","1584","1584","1584","0.1306156496515142","0.1293548064406798","0.13251641243929194"
"793","1586","1586","1586","0.13134393439721664","0.12514292036401026","0.1354211088614392"
"794","1588","1588","1588","0.13006590319053402","0.12638304405112105","0.13196599711102272"
"795","1590","1590","1590","0.1304188922537915","0.12764913762467076","0.1339906710531702"
"796","1592","1592","1592","0.13108170772855127","0.1286570004915329","0.13614930734149475"
"797","1594","1594","1594","0.12995051739826013","0.12814165263342686","0.1325555398003279"
"798","1596","1596","1596","0.1306658274692649","0.12849186128804244","0.13353725027492874"
"799","1598","1598","1598","0.12976576474287466","0.12784051059960547","0.13279638602214278"
"800","1600","1600","1600","0.1297151202851396","0.1273027325412349","0.13198185849530644"
"801","1602","1602","1602","0.1309447678940597","0.1280643009604993","0.13240252356638144"
"802","1604","1604","1604","0.13066368033854422","0.12903191006204337","0.13309643011635883"
"803","1606","1606","1606","0.1302867115320605","0.1284233412210189","0.1328455888498985"
"804","1608","1608","1608","0.13071032708780878","0.1285009418677184","0.13484682888131908"
"805","1610","1610","1610","0.1296266407762011","0.12664375454239987","0.13236069944902715"
"806","1612","1612","1612","0.13061240336661134","0.12822061605229143","0.13618296596463825"
"807","1614","1614","1614","0.13017767607843075","0.12852401076330808","0.1321294634345219"
"808","1616","1616","1616","0.13031148303850798","0.1264305274510806","0.13307205673270173"
"809","1618","1618","1618","0.13010636055506844","0.12733234208910746","0.13239786864499095"
"810","1620","1620","1620","0.13059238586500357","0.1284751216048449","0.13272214142847696"
"811","1622","1622","1622","0.13037967699248826","0.1274084104103437","0.13355194029235384"
"812","1624","1624","1624","0.13018343635550716","0.1272148021599724","0.13287949711186142"
"813","1626","1626","1626","0.13085393715722166","0.12802614742307475","0.13262836605780612"
"814","1628","1628","1628","0.12986769061312786","0.12680630335192972","0.13135713345005817"
"815","1630","1630","1630","0.13076092023408828","0.12823386736404874","0.13206927960323275"
"816","1632","1632","1632","0.13023535002894254","0.1272098523721608","0.1328251623622834"
"817","1634","1634","1634","0.1304515318942139","0.12863956135688653","0.13273889600995853"
"818","1636","1636","1636","0.1297425096967503","0.1277925343086041","0.13163659352823615"
"819","1638","1638","1638","0.13002086047543768","0.12660323925672406","0.13185808667081966"
"820","1640","1640","1640","0.1297597783020099","0.12710277942655163","0.13456223254653654"
"821","1642","1642","1642","0.13043481929288975","0.12782157733568647","0.13183996862381767"
"822","1644","1644","1644","0.13071548775891725","0.12715040596383126","0.13523591772916463"
"823","1646","1646","1646","0.13007151142298753","0.1285168086376719","0.13178716646775057"
"824","1648","1648","1648","0.1309858088978461","0.12938626700677178","0.13398562390826657"
"825","1650","1650","1650","0.13061143488790164","0.12852131163933467","0.1336699714804837"
"826","1652","1652","1652","0.1311997592761069","0.12840178646226555","0.13409414968127822"
"827","1654","1654","1654","0.1306280677881387","0.1285738859325594","0.13341459749621118"
"828","1656","1656","1656","0.1304831658258803","0.12696107585769895","0.13515993982154184"
"829","1658","1658","1658","0.13007901712155295","0.1270568410997093","0.13258473467059442"
"830","1660","1660","1660","0.1309195201403789","0.12886745869563584","0.13300990355865636"
"831","1662","1662","1662","0.13062049609501475","0.12736191228904017","0.1329662842246715"
"832","1664","1664","1664","0.1308262430868829","0.128287117738271","0.1334908133272787"
"833","1666","1666","1666","0.13083155345970238","0.12903829368086667","0.13642609204479464"
"834","1668","1668","1668","0.13081961879247123","0.12813499018659646","0.13397814253440943"
"835","1670","1670","1670","0.12976513797672123","0.12712680755582162","0.13567475074116506"
"836","1672","1672","1672","0.12969904177412228","0.12764782668634034","0.133499444295781"
"837","1674","1674","1674","0.13014364592411648","0.12742906043412924","0.13236796585536617"
"838","1676","1676","1676","0.12978570259095928","0.12750335491410086","0.13360697488065168"
"839","1678","1678","1678","0.12958572326293566","0.12667779246093286","0.13423410229810834"
"840","1680","1680","1680","0.1299766802556557","0.12810558837567024","0.13384229671705702"
"841","1682","1682","1682","0.13027742324167382","0.12798130563275725","0.13350131216118052"
"842","1684","1684","1684","0.1297800952278835","0.1278004474652364","0.1319928246739225"
"843","1686","1686","1686","0.13014584045701727","0.12725023954269168","0.1334353844960719"
"844","1688","1688","1688","0.12930312264275745","0.1273266235883314","0.1311704406334869"
"845","1690","1690","1690","0.1306517429144107","0.12792339910144682","0.13385715956095665"
"846","1692","1692","1692","0.12959964755817546","0.12699872373582344","0.13323273867332716"
"847","1694","1694","1694","0.12962870363376724","0.1269752204701014","0.13140653129811733"
"848","1696","1696","1696","0.13028473694600695","0.12845916494976073","0.1334663643032119"
"849","1698","1698","1698","0.12992440207358275","0.12836098905876922","0.13256440681211212"
"850","1700","1700","1700","0.1305530094791197","0.12799591886667264","0.13219475103786568"
"851","1702","1702","1702","0.13067603590995927","0.12728192464554353","0.13354616910496156"
"852","1704","1704","1704","0.13075865165790873","0.1284577869781633","0.13418925178823274"
"853","1706","1706","1706","0.13033428267380945","0.12847941354583448","0.13242388329881186"
"854","1708","1708","1708","0.13072748478996102","0.12912956522242808","0.1330100102525715"
"855","1710","1710","1710","0.1305218085238012","0.1279240956518848","0.13318260857798148"
"856","1712","1712","1712","0.12995313845181583","0.12787676562534095","0.13216934434339134"
"857","1714","1714","1714","0.1299688375183051","0.12792786445258844","0.13178844743463516"
"858","1716","1716","1716","0.12955050527405157","0.1270719999655463","0.1329099377044906"
"859","1718","1718","1718","0.12972049994755602","0.12620211888703084","0.13484055839307146"
"860","1720","1720","1720","0.13012377697189645","0.12605759943828726","0.13543049153830566"
"861","1722","1722","1722","0.13031121726464748","0.12810531575851067","0.13204182608928203"
"862","1724","1724","1724","0.12977857942545357","0.12725073813301127","0.13322007943284914"
"863","1726","1726","1726","0.1302149570447944","0.12769384719673446","0.13445600321763018"
"864","1728","1728","1728","0.129863232259473","0.12750748383830127","0.13227235089487863"
"865","1730","1730","1730","0.1295942242828882","0.1276450913391368","0.13094316921480634"
"866","1732","1732","1732","0.13061043955348753","0.1282537641123168","0.13293944610181227"
"867","1734","1734","1734","0.13031914327317284","0.12623416253045838","0.13219687056284007"
"868","1736","1736","1736","0.13125922275501928","0.1282803695510176","0.13471567099734394"
"869","1738","1738","1738","0.13124495045520052","0.12803811999510697","0.13584555422390848"
"870","1740","1740","1740","0.1306272866757694","0.12856884635015703","0.13376137626539536"
"871","1742","1742","1742","0.1309256515469879","0.12921174789896145","0.13331142990815942"
"872","1744","1744","1744","0.13051624967939204","0.1281769676432408","0.1330810635263017"
"873","1746","1746","1746","0.13063331335923362","0.12857791930675988","0.13362042513835115"
"874","1748","1748","1748","0.13062229164981287","0.12687374970504178","0.13350337692356443"
"875","1750","1750","1750","0.13049185683726394","0.12841501770898078","0.13237437264622398"
"876","1752","1752","1752","0.13039885039479115","0.1274340458552753","0.13433665773637465"
"877","1754","1754","1754","0.13033222614975537","0.12642389984756777","0.1323947118661879"
"878","1756","1756","1756","0.1306811579695455","0.1287375008150019","0.13481955756778122"
"879","1758","1758","1758","0.13023107023446068","0.12710693007036783","0.13384623998663142"
"880","1760","1760","1760","0.1304734458234792","0.12915202323630415","0.13275185125998198"
"881","1762","1762","1762","0.13056283736573232","0.1281779806558291","0.13235156192721606"
"882","1764","1764","1764","0.13074257822036825","0.12819041414574506","0.1317634219414436"
"883","1766","1766","1766","0.13054350745517618","0.1284365235306641","0.13229493955668573"
"884","1768","1768","1768","0.1303184672099361","0.1275300099228628","0.13325775759281525"
"885","1770","1770","1770","0.13129275741516655","0.12852862696048684","0.13430916386537226"
"886","1772","1772","1772","0.13042107836296174","0.12804672753637356","0.13374686159806842"
"887","1774","1774","1774","0.13065958552785217","0.1294450550643082","0.13210122605964753"
"888","1776","1776","1776","0.1302145919496372","0.12814169082971827","0.13271055466510895"
"889","1778","1778","1778","0.13060247591618213","0.12806983190429952","0.13588688763228318"
"890","1780","1780","1780","0.13094344611225528","0.12903286003682496","0.13463109015480196"
"891","1782","1782","1782","0.13031209486381884","0.12838208250493363","0.13277454634826785"
"892","1784","1784","1784","0.13051022140118024","0.12776492535795064","0.1331355574071174"
"893","1786","1786","1786","0.13090699776663933","0.12843960899423587","0.13228124450825454"
"894","1788","1788","1788","0.13016290343279752","0.12914634285706242","0.13321056102244555"
"895","1790","1790","1790","0.1309876733782169","0.12843278404338512","0.13459181630481717"
"896","1792","1792","1792","0.13069547701314255","0.12764159625413418","0.13481982965296643"
"897","1794","1794","1794","0.13093484311867382","0.12710048739357604","0.13424682066771915"
"898","1796","1796","1796","0.13059280074064816","0.1273383447024336","0.13380727612440874"
"899","1798","1798","1798","0.1306014740484631","0.1279272492607653","0.13345002459167876"
"900","1800","1800","1800","0.12967532076137378","0.12752857531343864","0.1326331889223728"
"901","1802","1802","1802","0.13019990943411494","0.12746544242329805","0.1340624413499986"
"902","1804","1804","1804","0.13002923059520627","0.12649729246032757","0.13376166175701545"
"903","1806","1806","1806","0.1304366071176633","0.12736328653006695","0.13277080278243036"
"904","1808","1808","1808","0.1308931273724501","0.12869203726110953","0.1343960286140398"
"905","1810","1810","1810","0.12997056703974028","0.12788534473476848","0.13279201076542493"
"906","1812","1812","1812","0.13061231818942806","0.12849044820643382","0.13293916809201184"
"907","1814","1814","1814","0.13033326171005427","0.12789223055698207","0.13179782800494108"
"908","1816","1816","1816","0.1292535449224499","0.12589265085976784","0.13238925996409986"
"909","1818","1818","1818","0.1294688182837219","0.12703700961665534","0.13153275120026472"
"910","1820","1820","1820","0.13010922129655716","0.1276414545505793","0.13293613507814703"
"911","1822","1822","1822","0.13038728129996893","0.12818497147655572","0.13220222421839642"
"912","1824","1824","1824","0.1303185789584425","0.12868317485401123","0.13201032220710968"
"913","1826","1826","1826","0.13039154707507217","0.12770078998621523","0.13380340346837413"
"914","1828","1828","1828","0.13088822286933594","0.12907169373252445","0.13341628798389682"
"915","1830","1830","1830","0.13034368582308167","0.12848041721857362","0.13336608171698655"
"916","1832","1832","1832","0.13037120425277246","0.12539276494500426","0.134308301294041"
"917","1834","1834","1834","0.1302596209222686","0.12800846873703645","0.13182103363903472"
"918","1836","1836","1836","0.1300881274678522","0.12680095124957644","0.13310999102715423"
"919","1838","1838","1838","0.12930773706329493","0.12767703475989692","0.131904141709414"
"920","1840","1840","1840","0.1297177871972054","0.1277136354278391","0.13135817860603255"
"921","1842","1842","1842","0.12977241512664608","0.12795574647705255","0.13263361887367847"
"922","1844","1844","1844","0.1308227946040037","0.12899492243621266","0.13380056863033912"
"923","1846","1846","1846","0.1301210096646302","0.12772462163408105","0.13094201595581617"
"924","1848","1848","1848","0.13031971528175626","0.12776277034545055","0.13282439713441255"
"925","1850","1850","1850","0.13031943234376603","0.1281968345075314","0.13256699251900086"
"926","1852","1852","1852","0.13013606835587238","0.12809824410414378","0.13162808139237384"
"927","1854","1854","1854","0.13071966736315355","0.1271669617635053","0.13308857904037152"
"928","1856","1856","1856","0.13129073278143905","0.12995731692483822","0.13380456172843538"
"929","1858","1858","1858","0.131251296720685","0.12894891292087554","0.13404518602158924"
"930","1860","1860","1860","0.13122476735545768","0.12897333428845795","0.13526624183601846"
"931","1862","1862","1862","0.13051079606677105","0.12826013116067272","0.1318476107581051"
"932","1864","1864","1864","0.13046359376335498","0.1288327962684013","0.1328898077995112"
"933","1866","1866","1866","0.1305007447417185","0.12847884812105898","0.13225741167141591"
"934","1868","1868","1868","0.1303446562302222","0.12931236587769726","0.13196072535591993"
"935","1870","1870","1870","0.13036533767567107","0.1287229997457672","0.13232246570552"
"936","1872","1872","1872","0.13067541997100887","0.1287309039309084","0.1330758127478085"
"937","1874","1874","1874","0.13032440223790437","0.12839424840689725","0.13293912628227542"
"938","1876","1876","1876","0.13045217913650792","0.12885163473961136","0.13260743385265505"
"939","1878","1878","1878","0.13078911168233506","0.12809646388740595","0.1337173024143388"
"940","1880","1880","1880","0.1306585010784162","0.1281937330995961","0.13268157537385997"
"941","1882","1882","1882","0.13146542724947213","0.1301602707940678","0.1338757602390689"
"942","1884","1884","1884","0.1311025553280715","0.12958242304789366","0.13364757176948808"
"943","1886","1886","1886","0.13057667578487678","0.12966323694640794","0.13138748705551415"
"944","1888","1888","1888","0.13042805407416522","0.12870826115793027","0.13230574760129343"
"945","1890","1890","1890","0.13134726153688994","0.12949724335600354","0.13324518892128495"
"946","1892","1892","1892","0.13100375039140202","0.12797516709409068","0.13368580408189967"
"947","1894","1894","1894","0.13116534831043344","0.12767236505836335","0.13458673074795188"
"948","1896","1896","1896","0.1309813468824437","0.13017064525949568","0.13210285237005492"
"949","1898","1898","1898","0.13092339192124164","0.12782508613923368","0.1333800422727225"
"950","1900","1900","1900","0.13096961909627391","0.1277870647289118","0.13296377789183209"
"951","1902","1902","1902","0.13063674123703956","0.12878204975375573","0.13310925657191042"
"952","1904","1904","1904","0.13124232462954113","0.1288827049375907","0.13598929704438775"
"953","1906","1906","1906","0.13060242601037636","0.12897225639854784","0.1321968655480095"
"954","1908","1908","1908","0.13080196740008548","0.12840209808565822","0.1329321351598587"
"955","1910","1910","1910","0.13048130325215018","0.12733349144533587","0.1322108924629201"
"956","1912","1912","1912","0.13133445351932377","0.12945212159798444","0.13347108057166457"
"957","1914","1914","1914","0.13089921696602053","0.12764996170799442","0.13292784688891507"
"958","1916","1916","1916","0.13030941274669075","0.12796664261416588","0.13171113252498864"
"959","1918","1918","1918","0.13073419561776584","0.12802033247049396","0.13322140882608202"
"960","1920","1920","1920","0.13076210876160427","0.12932962836165807","0.1326725903161272"
"961","1922","1922","1922","0.1307702982195492","0.12860134198815218","0.13443739332432952"
"962","1924","1924","1924","0.13074186320008932","0.1297712188271083","0.1328318359645201"
"963","1926","1926","1926","0.13088641839505039","0.12939500056312359","0.13199791251663603"
"964","1928","1928","1928","0.13121929470177782","0.12898657063935326","0.13294258859242206"
"965","1930","1930","1930","0.13087508303461437","0.1295451446106727","0.13341133793309695"
"966","1932","1932","1932","0.13157161762513436","0.12857270982411362","0.13370952640875045"
"967","1934","1934","1934","0.13113745399499713","0.130088371720883","0.13324749754633183"
"968","1936","1936","1936","0.1309884585809247","0.1287153674911361","0.13220612518502375"
"969","1938","1938","1938","0.13060783310170093","0.12903272900827442","0.132026419427732"
"970","1940","1940","1940","0.13019651906786606","0.12873429563424643","0.13182356354377345"
"971","1942","1942","1942","0.1304280636955314","0.12787760334643514","0.13288711848649584"
"972","1944","1944","1944","0.1316504244879107","0.12912170143029172","0.13352058965760374"
"973","1946","1946","1946","0.1304778347004798","0.1285612901979848","0.1323369263776952"
"974","1948","1948","1948","0.130152341938989","0.12817574541801122","0.13532879080390778"
"975","1950","1950","1950","0.1309488940330592","0.12913426125397218","0.13366942335559978"
"976","1952","1952","1952","0.13131491115597943","0.12900541930852882","0.1336435073288221"
"977","1954","1954","1954","0.1309489156037542","0.12756737705346635","0.13354859174367506"
"978","1956","1956","1956","0.1311462071281224","0.12852983535011073","0.13432014799739234"
"979","1958","1958","1958","0.13076214994724392","0.1291107221407096","0.13252032452299722"
"980","1960","1960","1960","0.13094077405095356","0.1290014512728825","0.1348525754192306"
"981","1962","1962","1962","0.13108964086806163","0.12915524895382463","0.13312801185309953"
"982","1964","1964","1964","0.1301638874744201","0.12825410919170566","0.13154779429862942"
"983","1966","1966","1966","0.13058714376627129","0.12901452729841642","0.13251612148279243"
"984","1968","1968","1968","0.12987652651521647","0.12790466158057812","0.13317531585348305"
"985","1970","1970","1970","0.1296198748354081","0.12653856259979138","0.1336102455865056"
"986","1972","1972","1972","0.13039609516535727","0.12751706537422614","0.132837020613858"
"987","1974","1974","1974","0.1315773900567455","0.12951123457929453","0.1342546605901502"
"988","1976","1976","1976","0.1301126365372914","0.12720406996280367","0.1318221885888963"
"989","1978","1978","1978","0.13007868862291777","0.1278518776787741","0.13185772783820165"
"990","1980","1980","1980","0.12939363733022424","0.12786641264487636","0.131871130710062"
"991","1982","1982","1982","0.12999516180492984","0.12822636453513298","0.13190493120371174"
"992","1984","1984","1984","0.1308158349612602","0.12887458777432212","0.13312620783930212"
"993","1986","1986","1986","0.13145522013332991","0.12907177126374142","0.13457916335420686"
"994","1988","1988","1988","0.13035694603964815","0.12911594658921727","0.13243122791478376"
"995","1990","1990","1990","0.1300090075177998","0.12779808528583425","0.1320617743303666"
"996","1992","1992","1992","0.13079895962743726","0.12915542190370125","0.1320709820611972"
"997","1994","1994","1994","0.13035139052451158","0.1291657406042452","0.13213504096503442"
"998","1996","1996","1996","0.1304507352007719","0.12867817697908274","0.1319051640759413"
"999","1998","1998","1998","0.13060114212938376","0.12826857594336347","0.13321243522020693"
