"epoch","wurdinger_fnn_testset.yaml - _step","wurdinger_fnn_testset.yaml - _step__MIN","wurdinger_fnn_testset.yaml - _step__MAX","wurdinger_fnn_testset.yaml - loss_to_report_val","wurdinger_fnn_testset.yaml - loss_to_report_val__MIN","wurdinger_fnn_testset.yaml - loss_to_report_val__MAX"
"353","706","706","706","0.131784885308103","0.12935385904156432","0.1340611644675098"
"354","708","708","708","0.1313948415520283","0.1283275775822239","0.13533707763120978"
"355","710","710","710","0.1319120870369568","0.1299132149556771","0.13362141208557893"
"356","712","712","712","0.13107641260475678","0.12952142851041312","0.13339588946730052"
"357","714","714","714","0.13150007800334432","0.1288024445291231","0.13359869489922327"
"358","716","716","716","0.13179910584943513","0.1296720204012168","0.13491237433266853"
"359","718","718","718","0.13146141476192935","0.12987573311054443","0.1328292564542452"
"360","720","720","720","0.13193587429581516","0.13002140964763037","0.1353938479121331"
"361","722","722","722","0.13107601740839764","0.12964740902955918","0.1328069283478513"
"362","724","724","724","0.1316354414461147","0.1294958902943986","0.1330849708260481"
"363","726","726","726","0.1320159718163025","0.12986356326022586","0.1350432942132247"
"364","728","728","728","0.13121045162734177","0.1290401092796798","0.13524896701222372"
"365","730","730","730","0.1314625525241406","0.13021296484896913","0.13307400181500387"
"366","732","732","732","0.13096987627140075","0.12889068239240098","0.13304407651121108"
"367","734","734","734","0.13133825087644105","0.12882958274705855","0.13292469436610269"
"368","736","736","736","0.13097053525255847","0.12931179676855648","0.13314088612836672"
"369","738","738","738","0.13156326855065506","0.12890242042696884","0.13535142869315342"
"370","740","740","740","0.13201460635574397","0.12851030332095842","0.13463350404220056"
"371","742","742","742","0.13080107951161773","0.1291363226974793","0.13240172520794052"
"372","744","744","744","0.13088807718721177","0.127018905632982","0.1329148235664786"
"373","746","746","746","0.13191967768521448","0.12917271585214538","0.13563566461620968"
"374","748","748","748","0.13083434207552896","0.12785212969650722","0.13256386943793624"
"375","750","750","750","0.13199095328726013","0.12918596047419792","0.13386141708468174"
"376","752","752","752","0.13141386501599722","0.1285340080708246","0.1337470327124145"
"377","754","754","754","0.13102815798469833","0.12890234865098218","0.13277473243532156"
"378","756","756","756","0.13082580745837277","0.12858779096173167","0.13281883828840094"
"379","758","758","758","0.13111732876804244","0.128351882463542","0.13345758081966505"
"380","760","760","760","0.13051688439702486","0.12750700333304094","0.13234030154448803"
"381","762","762","762","0.1310042517683348","0.12882494512565337","0.133158438420583"
"382","764","764","764","0.13112045393344954","0.12782740349819566","0.1338262397421034"
"383","766","766","766","0.13171968710643145","0.13038641631940506","0.13366131784025886"
"384","768","768","768","0.1317260142458808","0.129418070219954","0.13363200462915556"
"385","770","770","770","0.13212292857486","0.12971314131396064","0.13456399870189636"
"386","772","772","772","0.13160398465257045","0.1294167228154989","0.133597776743439"
"387","774","774","774","0.13027240758872885","0.1281691621232269","0.1323944600684211"
"388","776","776","776","0.12989817427039102","0.12760711789662496","0.13276351842583559"
"389","778","778","778","0.13086396587874494","0.1282348631191011","0.135487071905367"
"390","780","780","780","0.13073459768406387","0.12907543957929798","0.13263026938942823"
"391","782","782","782","0.13103253055149322","0.12876540862418728","0.13346724433831617"
"392","784","784","784","0.13056681901295314","0.12885577297733414","0.1324646159010423"
"393","786","786","786","0.13068016308120936","0.1296251437007937","0.131488884970762"
"394","788","788","788","0.1310180890301778","0.12900867235834054","0.13546118067219196"
"395","790","790","790","0.1307865878046022","0.12934923017054056","0.1353333858462557"
"396","792","792","792","0.13024544618763736","0.1272449812200046","0.13166189436818962"
"397","794","794","794","0.13043417732182588","0.1282403022082263","0.1325135191677655"
"398","796","796","796","0.13047531542829532","0.12840752422875462","0.13215225198061695"
"399","798","798","798","0.1309156079239632","0.12899048032816424","0.13349909264006346"
"400","800","800","800","0.13029749530553103","0.12855447324058358","0.1315119294098801"
"401","802","802","802","0.13102387863119355","0.12881361902170416","0.1324564183327098"
"402","804","804","804","0.12945724721730603","0.12823750166144313","0.13179040903465727"
"403","806","806","806","0.1310212227858852","0.1291525543638243","0.13279250151118327"
"404","808","808","808","0.13050817769042442","0.1275691094325591","0.1338831605568208"
"405","810","810","810","0.13016011859154206","0.12765946902606481","0.13268244049854003"
"406","812","812","812","0.13015004516174997","0.1273372433547898","0.13168689238184955"
"407","814","814","814","0.13120413979706594","0.12963740495844142","0.13340748998547883"
"408","816","816","816","0.1305241120873117","0.12904065823344749","0.13187252543291783"
"409","818","818","818","0.1307574785436062","0.12799445768370757","0.13225728133740244"
"410","820","820","820","0.13063377973075038","0.12894499749688956","0.1324120513817312"
"411","822","822","822","0.13146650249444886","0.12999360952656586","0.13303054307761122"
"412","824","824","824","0.13070393550035753","0.1290065165041291","0.1332765110833711"
"413","826","826","826","0.1309129731369246","0.12935906797779587","0.1320664117630318"
"414","828","828","828","0.13130096816670703","0.12938426413107615","0.13316946492114629"
"415","830","830","830","0.13134319260027572","0.1289600697115923","0.13381807801402987"
"416","832","832","832","0.13048481023649275","0.12936288048028438","0.13317935575935452"
"417","834","834","834","0.13105253637662184","0.12704556857940844","0.13368190372604233"
"418","836","836","836","0.1309109678452957","0.12913639738708013","0.13252491178246129"
"419","838","838","838","0.13077250586759329","0.12857740718723848","0.13328882888642635"
"420","840","840","840","0.1315738477636887","0.1281220223305006","0.13573717016687967"
"421","842","842","842","0.1304181809477447","0.1279024978521923","0.1320292272509333"
"422","844","844","844","0.13052977575308738","0.12846836112576024","0.13271786844931915"
"423","846","846","846","0.1306088002869558","0.12798845485802776","0.13430606462598144"
"424","848","848","848","0.13121180885457445","0.12886203801931806","0.13318423761613887"
"425","850","850","850","0.13097662384516626","0.12772999633934404","0.1329491772617426"
"426","852","852","852","0.13062100282014477","0.12853013327501378","0.1329279053397904"
"427","854","854","854","0.13136023047844966","0.12864862156351622","0.1341048982787661"
"428","856","856","856","0.1311027282910216","0.12851200336836235","0.1337041546642732"
"429","858","858","858","0.13081395835491078","0.12750299943630689","0.1325587844296787"
"430","860","860","860","0.1303123681934704","0.12846518441366916","0.1324034060984591"
"431","862","862","862","0.13090293865052774","0.1283243062702904","0.13353687191241756"
"432","864","864","864","0.13038252769072262","0.12910739617935507","0.13266220631630177"
"433","866","866","866","0.13051198317676027","0.12882967458449268","0.13310269781978126"
"434","868","868","868","0.130839368209882","0.12772525999787543","0.13460935996685747"
"435","870","870","870","0.13002915610544025","0.12863891857914925","0.13274451740913723"
"436","872","872","872","0.1302500142901141","0.1289358859304408","0.1316391200294292"
"437","874","874","874","0.13026980940551636","0.1293861331482237","0.1325495140741756"
"438","876","876","876","0.13083475605751155","0.12882690521578605","0.13308762193406454"
"439","878","878","878","0.13044313606089136","0.1284055650898429","0.1331708392429541"
"440","880","880","880","0.13062894294888733","0.12791150661005693","0.132753381953073"
"441","882","882","882","0.130652776152439","0.12895091983308635","0.1325911064156377"
"442","884","884","884","0.13073087190915036","0.12754361067136122","0.13296083939583989"
"443","886","886","886","0.13102688849489724","0.1272330080684035","0.13407213378949484"
"444","888","888","888","0.13083254646597836","0.128350821717344","0.13253782173496284"
"445","890","890","890","0.1310695831930979","0.12929453574741331","0.13262938295757923"
"446","892","892","892","0.13068872188090952","0.12817372062238805","0.13294812116535318"
"447","894","894","894","0.13045113877950068","0.12936165505630923","0.13305195790834098"
"448","896","896","896","0.1307614061781951","0.12694015578816392","0.13354196679220906"
"449","898","898","898","0.13075449266438355","0.12795499766362822","0.1322416301633509"
"450","900","900","900","0.1298598297933064","0.12801595027524182","0.13137587225744352"
"451","902","902","902","0.13156540309175035","0.12938396339344096","0.13502054787244094"
"452","904","904","904","0.1306952847203463","0.1288183155493432","0.13366793189271597"
"453","906","906","906","0.13142810365761926","0.1282542880108473","0.13495270310793747"
"454","908","908","908","0.13036102286281617","0.1288712562032464","0.1326028538074511"
"455","910","910","910","0.13060396259183554","0.1292651061558361","0.1326828584099647"
"456","912","912","912","0.1306420201557656","0.129589212502935","0.13260923026390392"
"457","914","914","914","0.13069472540886276","0.12772888371044236","0.133757776955644"
"458","916","916","916","0.1309690086516711","0.12873187116011683","0.13317847699011137"
"459","918","918","918","0.13079498994167038","0.12804789645223835","0.13312897035827487"
"460","920","920","920","0.1303675441747397","0.127931040452152","0.1335297823068049"
"461","922","922","922","0.13112974498447386","0.12869025078753635","0.13249032944069228"
"462","924","924","924","0.1314400837172444","0.12930599026945613","0.13462567400844655"
"463","926","926","926","0.1307214719870299","0.1291672494150348","0.1343600892244919"
"464","928","928","928","0.13106161093452257","0.12867604660360635","0.13289547622089778"
"465","930","930","930","0.13084072431331836","0.12947038027868324","0.13198090949124192"
"466","932","932","932","0.1304696355489053","0.1285473816594438","0.13255978254635167"
"467","934","934","934","0.13131456350117843","0.1281129000332201","0.13439909689955762"
"468","936","936","936","0.1304424327652865","0.1271518618993384","0.13224456401418555"
"469","938","938","938","0.13127169038121905","0.12940145901904143","0.13324102816778455"
"470","940","940","940","0.13087907782823277","0.12740701664351273","0.13339796995708725"
"471","942","942","942","0.13047242525100858","0.1286260149777555","0.13238949149666634"
"472","944","944","944","0.13023258651074168","0.12704063143219482","0.1336183805898233"
"473","946","946","946","0.1304344519155722","0.12768954293156715","0.13246795121008295"
"474","948","948","948","0.13084908074666593","0.12915340658155924","0.13217440109225928"
"475","950","950","950","0.13074287431776405","0.12911158064445638","0.13260642529036312"
"476","952","952","952","0.13038047150741489","0.1260862753524074","0.13295560212259205"
"477","954","954","954","0.1305628453919842","0.1289541039280921","0.1336202562349022"
"478","956","956","956","0.13120815357456045","0.12783458300219372","0.1349573928124177"
"479","958","958","958","0.1304973674930065","0.1273786951324734","0.1349427065282989"
"480","960","960","960","0.13120879804926744","0.12966849124252833","0.13323094229025217"
"481","962","962","962","0.1310071217137288","0.1292164891089881","0.1329460517633881"
"482","964","964","964","0.13132263227509916","0.12910676194810086","0.13339334723374635"
"483","966","966","966","0.13074526909995118","0.12840722961150325","0.13373010791710793"
"484","968","968","968","0.13112086300971962","0.12860124228003245","0.1347708328047333"
"485","970","970","970","0.13104395265273164","0.12886153322967026","0.13360921878899587"
"486","972","972","972","0.1305809205901572","0.12885382005368956","0.13284419911748932"
"487","974","974","974","0.130611657335394","0.12887247176176395","0.13217586776561469"
"488","976","976","976","0.12981516020971054","0.12722274302536069","0.13366408017231096"
"489","978","978","978","0.13066497693027018","0.12885911192038846","0.13300695772451157"
"490","980","980","980","0.13047308636637056","0.12839742536578916","0.1341484256527104"
"491","982","982","982","0.13160589089458535","0.12909767439106382","0.1336612659382675"
"492","984","984","984","0.13073744145306096","0.12891733601185473","0.13341148866807157"
"493","986","986","986","0.1309758600969045","0.12904574599756502","0.1323896936262308"
"494","988","988","988","0.13135240634969342","0.12955725174986457","0.13326501789149894"
"495","990","990","990","0.13022173324777178","0.12833802157161273","0.13215282713596102"
"496","992","992","992","0.13012349818871682","0.12724734472462979","0.13439155748035633"
"497","994","994","994","0.13109710568261082","0.12793924033755916","0.13487974372477374"
"498","996","996","996","0.13040710080147905","0.12813535254416847","0.13212740571702003"
"499","998","998","998","0.13053550216184778","0.12827739757136308","0.13265788534642273"
"500","1000","1000","1000","0.1300383032703911","0.12727632358934196","0.13241314960202116"
"501","1002","1002","1002","0.1298289618823593","0.12793559468229743","0.1317891146134881"
"502","1004","1004","1004","0.1309569017141194","0.1293277048573239","0.13299525930673958"
"503","1006","1006","1006","0.13108928150768767","0.12886396373077566","0.13451559197952961"
"504","1008","1008","1008","0.13075900625573014","0.1280613908597777","0.1338637214404185"
"505","1010","1010","1010","0.13041263576445125","0.12687842412238262","0.1328769995470392"
"506","1012","1012","1012","0.13081486195488848","0.1273896842039265","0.13452656789871023"
"507","1014","1014","1014","0.1307817385513684","0.1269456848585842","0.1345114115563287"
"508","1016","1016","1016","0.13048038089113673","0.12730115676984047","0.1337036830190865"
"509","1018","1018","1018","0.1304036272855873","0.12821635722299762","0.1328682509014629"
"510","1020","1020","1020","0.13131431968824786","0.12911961979659553","0.13524387548023456"
"511","1022","1022","1022","0.13038621031416384","0.12737588680244","0.13408848025612477"
"512","1024","1024","1024","0.13057293067501657","0.12885596209269054","0.13377269776399595"
"513","1026","1026","1026","0.13065430629353275","0.12902070934351037","0.1327906116251132"
"514","1028","1028","1028","0.13107052613991738","0.12952711606599135","0.13421316115590046"
"515","1030","1030","1030","0.1318236715638001","0.12963463471044845","0.1334924154626788"
"516","1032","1032","1032","0.13063709366029494","0.1291330439294304","0.13320251747215323"
"517","1034","1034","1034","0.13106100482143795","0.12952846422260542","0.13374948636816386"
"518","1036","1036","1036","0.1312341660056874","0.1297436732453727","0.1342132679993344"
"519","1038","1038","1038","0.13108172866051396","0.12950048448800336","0.13289464397576062"
"520","1040","1040","1040","0.1309735124943779","0.12770237037387674","0.13332506035396813"
"521","1042","1042","1042","0.13146332970936503","0.12785940840002646","0.13581293058115826"
"522","1044","1044","1044","0.13067164440761267","0.12840771322934755","0.13247877623814844"
"523","1046","1046","1046","0.1308687823123636","0.12911732090134634","0.13269979246002186"
"524","1048","1048","1048","0.13090473243020478","0.12770958041574104","0.13291234786381376"
"525","1050","1050","1050","0.13066057495208336","0.12797227858079344","0.13260713867387272"
"526","1052","1052","1052","0.1306070967037217","0.12826524375225523","0.13417811313697536"
"527","1054","1054","1054","0.1313875398778856","0.12923610396926977","0.1345545469538945"
"528","1056","1056","1056","0.1308501552749548","0.12854861151516395","0.132844839468098"
"529","1058","1058","1058","0.13071484072650963","0.1289202291880264","0.13263032215902484"
"530","1060","1060","1060","0.1311217115781018","0.12854490984088654","0.13411047604643617"
"531","1062","1062","1062","0.13051071954988236","0.12714187817929262","0.13292048764898878"
"532","1064","1064","1064","0.13091186029893082","0.1291633067670299","0.13324371376670135"
"533","1066","1066","1066","0.1303768091354713","0.12841851351278719","0.1316500214171222"
"534","1068","1068","1068","0.12999419527804584","0.12748967563515406","0.1345382007273631"
"535","1070","1070","1070","0.13063568410137855","0.1300357573283579","0.131614449618175"
"536","1072","1072","1072","0.13027287504377963","0.12880042857082685","0.13285665237360783"
"537","1074","1074","1074","0.13025409006130595","0.1274633402342447","0.13279748243583844"
"538","1076","1076","1076","0.13127134062808127","0.1293020101838301","0.13372941720717907"
"539","1078","1078","1078","0.13034694411940126","0.12790456961663496","0.13357864864890465"
"540","1080","1080","1080","0.1311307227697292","0.12964276255959314","0.13224074800420332"
"541","1082","1082","1082","0.13152074682032994","0.1294047844595188","0.13384688177946183"
"542","1084","1084","1084","0.13059409856369827","0.12824658239874723","0.1328196497137825"
"543","1086","1086","1086","0.1312417286895494","0.12842245102371125","0.1338657696814875"
"544","1088","1088","1088","0.13025610189472472","0.12701610043725192","0.13288687230460605"
"545","1090","1090","1090","0.13129130005983924","0.12926971908037538","0.13595642745117806"
"546","1092","1092","1092","0.13074162684880092","0.12846768248671459","0.13290204455783494"
"547","1094","1094","1094","0.13024167347444895","0.128425197885435","0.13259657349100687"
"548","1096","1096","1096","0.12994208311309158","0.12846328038287946","0.13164495924161068"
"549","1098","1098","1098","0.13017138787399965","0.12914731902821847","0.13136728246248502"
"550","1100","1100","1100","0.1303122308834006","0.12862933788076272","0.13207852672062642"
"551","1102","1102","1102","0.1304482162156209","0.1289052970325922","0.13244286454151952"
"552","1104","1104","1104","0.13064260698144106","0.1292499790759309","0.13222109195505394"
"553","1106","1106","1106","0.13001217047461894","0.1286205803632315","0.13182228987082403"
"554","1108","1108","1108","0.13005233096165106","0.12731225335355031","0.13244019573645535"
"555","1110","1110","1110","0.13028866817381082","0.12860086589383388","0.131979527289152"
"556","1112","1112","1112","0.13042408949808434","0.12873800932539653","0.13279815971591533"
"557","1114","1114","1114","0.1310964317921149","0.12861641703282808","0.13451036653224926"
"558","1116","1116","1116","0.13082286313008937","0.12868396407739952","0.1332505160266968"
"559","1118","1118","1118","0.12981443300383622","0.12833232619763008","0.1323170183019153"
"560","1120","1120","1120","0.1306377454484428","0.12795482433835742","0.13248004178614564"
"561","1122","1122","1122","0.13024049809091975","0.1283734448016928","0.13207498216026223"
"562","1124","1124","1124","0.1311020122358491","0.1281739106068705","0.13363624056563547"
"563","1126","1126","1126","0.13031700011147238","0.12910519481601335","0.13232855895669318"
"564","1128","1128","1128","0.12990581949778973","0.12775129188562367","0.13247372212631867"
"565","1130","1130","1130","0.13094213659474918","0.12915012155708","0.13381910133255231"
"566","1132","1132","1132","0.13050114661748885","0.1290076537783059","0.13170555925980887"
"567","1134","1134","1134","0.1301171450164568","0.1288756532988017","0.13150395674427975"
"568","1136","1136","1136","0.1302776747995672","0.12782123128190914","0.13284254008135732"
"569","1138","1138","1138","0.13044153705850217","0.12859635885177972","0.1335860446527624"
"570","1140","1140","1140","0.13081512124509734","0.12865013252628144","0.13258370783901488"
"571","1142","1142","1142","0.1308853055119044","0.12951661057870278","0.13255703148146813"
"572","1144","1144","1144","0.1305394929308163","0.12838483977999104","0.13281851243577858"
"573","1146","1146","1146","0.1307502782531167","0.12941155234134974","0.1322129849625512"
"574","1148","1148","1148","0.13049275608966063","0.12869912057976504","0.1321976039066645"
"575","1150","1150","1150","0.13014208950174305","0.12876115939570382","0.13200726352716766"
"576","1152","1152","1152","0.1299684594088001","0.12852166201042836","0.13117190114276814"
"577","1154","1154","1154","0.13001511622609396","0.12816037728189714","0.13100378433708004"
"578","1156","1156","1156","0.1304809698198514","0.12811426136446022","0.13307171835728093"
"579","1158","1158","1158","0.13027068104391665","0.12870074763178727","0.1327054662857231"
"580","1160","1160","1160","0.130498828465494","0.12849163268475963","0.13347423012957746"
"581","1162","1162","1162","0.13047855822478144","0.12801631609305703","0.13302530030416437"
"582","1164","1164","1164","0.13059871298197348","0.12812967535722483","0.13489910593873122"
"583","1166","1166","1166","0.13031231120868236","0.1275375426208141","0.13520901548058603"
"584","1168","1168","1168","0.1305096988533101","0.12783988867557602","0.13312800576331738"
"585","1170","1170","1170","0.1303506029712937","0.12793063352196563","0.13364574916009758"
"586","1172","1172","1172","0.13034782908743117","0.12809694463623428","0.13202647997460806"
"587","1174","1174","1174","0.1300039358254174","0.1276134547810758","0.1323442169932966"
"588","1176","1176","1176","0.13069940076029146","0.12815149975243814","0.13323279448669195"
"589","1178","1178","1178","0.1306794514873565","0.12831363680070368","0.13298513906973694"
"590","1180","1180","1180","0.12967598262254135","0.12877643753644277","0.13080923485206086"
"591","1182","1182","1182","0.13068534099038626","0.12888089691614582","0.1338396994212831"
"592","1184","1184","1184","0.13089927563851322","0.1282765285265096","0.13364197101287725"
"593","1186","1186","1186","0.13060777930190676","0.12817756593973395","0.1341547101642634"
"594","1188","1188","1188","0.13011768353155287","0.12730232335580935","0.1328454660832524"
"595","1190","1190","1190","0.13035644908155453","0.12803066798093385","0.1329450611851856"
"596","1192","1192","1192","0.13040847803313219","0.12872342958705246","0.13247959700244627"
"597","1194","1194","1194","0.12999615241160314","0.12820873378255454","0.13319873983470057"
"598","1196","1196","1196","0.13035456593251846","0.1289600342603979","0.13172376556089882"
"599","1198","1198","1198","0.13078973955954953","0.12842133213898174","0.13529062221790647"
"600","1200","1200","1200","0.13062987984623214","0.12804298028179759","0.13222414560680962"
"601","1202","1202","1202","0.13077818753196221","0.12951122404328247","0.13374797608895092"
"602","1204","1204","1204","0.13085319725049344","0.1294889783230132","0.13304685328236618"
"603","1206","1206","1206","0.13052731900915332","0.12792834890789703","0.1341941076647731"
"604","1208","1208","1208","0.1309172145637072","0.12918534888514022","0.13502350607160776"
"605","1210","1210","1210","0.13009723732578476","0.1268998732129293","0.13313738264714203"
"606","1212","1212","1212","0.13081884768777194","0.12860431910943268","0.13320482093138836"
"607","1214","1214","1214","0.12991211863366708","0.1283222187335773","0.13105256267106538"
"608","1216","1216","1216","0.13055401560732655","0.12908016097426267","0.13252926206274004"
"609","1218","1218","1218","0.13031922052459002","0.1276650218257885","0.13460038473823824"
"610","1220","1220","1220","0.13018514239056964","0.12881119509828307","0.13271888425216943"
"611","1222","1222","1222","0.13003842723249312","0.12770175943232345","0.1345472151560279"
"612","1224","1224","1224","0.13025178191836448","0.12899586464940183","0.13196907135187638"
"613","1226","1226","1226","0.1301636697250294","0.12914086782050652","0.13164720065325364"
"614","1228","1228","1228","0.13028641993403228","0.12769095733864563","0.1318534675105576"
"615","1230","1230","1230","0.13082792811587407","0.1285328022854677","0.13410397001292837"
"616","1232","1232","1232","0.13050883034701424","0.12816641905645562","0.13276967993000297"
"617","1234","1234","1234","0.13034776875908305","0.128114757667884","0.1323795059302184"
"618","1236","1236","1236","0.13072714611037387","0.12837176747711068","0.1338170059563097"
"619","1238","1238","1238","0.13053047895388162","0.1290552947598512","0.13184165603005552"
"620","1240","1240","1240","0.13005924913127687","0.1284729342072721","0.13166381906737376"
"621","1242","1242","1242","0.13048873155037505","0.1275930410020362","0.132671120047534"
"622","1244","1244","1244","0.1303348987445187","0.12779938776087535","0.1320849697755745"
"623","1246","1246","1246","0.12995568160627533","0.1273751376001651","0.13249684438966425"
"624","1248","1248","1248","0.13067498471593336","0.12942523849381954","0.13319190147145896"
"625","1250","1250","1250","0.12992018569808805","0.12800956223250587","0.13234656558491933"
"626","1252","1252","1252","0.1304097477510558","0.12814984661892725","0.13342584421046194"
"627","1254","1254","1254","0.130032570462387","0.12730877372394708","0.13362281882051544"
"628","1256","1256","1256","0.1308537149780821","0.12813931906597878","0.13524433854185702"
"629","1258","1258","1258","0.13078417330265388","0.12937965306254665","0.13335430929678316"
"630","1260","1260","1260","0.13037796150007805","0.1280712069930441","0.13351032124439277"
"631","1262","1262","1262","0.1307166489211541","0.12814420964235707","0.13301068907521105"
"632","1264","1264","1264","0.12980029997233272","0.1267058259858625","0.1324128269381204"
"633","1266","1266","1266","0.13021851413350558","0.1289204399208988","0.13146008001849674"
"634","1268","1268","1268","0.1316785243927205","0.12960722744399492","0.1355232012429894"
"635","1270","1270","1270","0.13154587026216877","0.1284414932287765","0.13353063845143895"
"636","1272","1272","1272","0.13080064083072646","0.12985201488394996","0.13199416628137817"
"637","1274","1274","1274","0.13023455058497715","0.12887414957304139","0.13212046790730128"
"638","1276","1276","1276","0.130912301942558","0.12805878988676203","0.13257166289479727"
"639","1278","1278","1278","0.13027189469138745","0.12787677574157344","0.13214419399263497"
"640","1280","1280","1280","0.13068240155467295","0.12861219827292972","0.13215047304202338"
"641","1282","1282","1282","0.1308919530756649","0.1289465867131345","0.13232854285542373"
"642","1284","1284","1284","0.13099825819311892","0.1282405721920999","0.13517697293989017"
"643","1286","1286","1286","0.13042642658559472","0.12866691851293957","0.1321717011357144"
"644","1288","1288","1288","0.1301779666249902","0.12812736738952382","0.13230104248324018"
"645","1290","1290","1290","0.13053778746634975","0.12821505632402458","0.13302754594140623"
"646","1292","1292","1292","0.13027250449303757","0.128237004718977","0.13238057231392802"
"647","1294","1294","1294","0.1301109920497439","0.12707675090445625","0.1332058861453891"
"648","1296","1296","1296","0.13051551545059137","0.1284403402485583","0.13282876407094799"
"649","1298","1298","1298","0.1304915179105767","0.12827822285995585","0.13230541439820298"
"650","1300","1300","1300","0.13078419535399993","0.12876691575558835","0.13321219387960176"
"651","1302","1302","1302","0.13020695620531295","0.128470807330959","0.13182380737610602"
"652","1304","1304","1304","0.13065072643630704","0.12798387099669142","0.1326568185689331"
"653","1306","1306","1306","0.1308144866443352","0.12800017416188242","0.1326363389816848"
"654","1308","1308","1308","0.13146509406373028","0.12850795760717082","0.13433796175862975"
"655","1310","1310","1310","0.13086951891583412","0.1290333128004769","0.1331868967945074"
"656","1312","1312","1312","0.13071390018432294","0.1281881458548718","0.13267669527655515"
"657","1314","1314","1314","0.13107873263926692","0.12764397186599621","0.13295339844730875"
"658","1316","1316","1316","0.1311845922018054","0.12793007613543925","0.1339630556222063"
"659","1318","1318","1318","0.13035100821990678","0.12788043525375875","0.1337228028323726"
"660","1320","1320","1320","0.1303733516320821","0.12817387048522835","0.13248310126887386"
"661","1322","1322","1322","0.1304535693761713","0.12775387788074496","0.13490042008297612"
"662","1324","1324","1324","0.13063949817189888","0.12758327388556523","0.13423541252595944"
"663","1326","1326","1326","0.13073352004520106","0.1288731814149986","0.13240508708576965"
"664","1328","1328","1328","0.13091616739678028","0.12830947964010742","0.13390038324149053"
"665","1330","1330","1330","0.13057228566755516","0.12639298582612055","0.13388218027500784"
"666","1332","1332","1332","0.13031221809430624","0.12907262173244108","0.1323889110613596"
"667","1334","1334","1334","0.1304717943063211","0.12781914436388137","0.13458119517428438"
"668","1336","1336","1336","0.13039254878727405","0.1286868190776845","0.1318525155445598"
"669","1338","1338","1338","0.13032005134107222","0.1272611566608037","0.13200313596696153"
"670","1340","1340","1340","0.1302770908870579","0.1284208819635819","0.1333473455055577"
"671","1342","1342","1342","0.1308726329918567","0.12766197805038507","0.13397304871249346"
"672","1344","1344","1344","0.13041919530190033","0.1278566798202006","0.13254000275246516"
"673","1346","1346","1346","0.1303062016304662","0.12771824291544695","0.13245395002933738"
"674","1348","1348","1348","0.13004734132789042","0.12847283601275813","0.13145188835927318"
"675","1350","1350","1350","0.12996747060459574","0.1277314679643196","0.1327983268680152"
"676","1352","1352","1352","0.12966528367292868","0.12782803188482908","0.13109884892145604"
"677","1354","1354","1354","0.13091187107155872","0.12730337626086807","0.13504478430946756"
"678","1356","1356","1356","0.13025985650490857","0.12752031103428538","0.13266359376538894"
"679","1358","1358","1358","0.13087953925764345","0.1281344224792159","0.13354001866017676"
"680","1360","1360","1360","0.13034759783708338","0.12646563079986478","0.13282845841276908"
"681","1362","1362","1362","0.1307401258464476","0.12855868208181934","0.13282498415926539"
"682","1364","1364","1364","0.13074490664830682","0.12812787966539604","0.13218740888651714"
"683","1366","1366","1366","0.130503530568583","0.12906980199410745","0.13386518252160906"
"684","1368","1368","1368","0.13082421693265647","0.12872260538224498","0.1350484326685423"
"685","1370","1370","1370","0.1308799275964812","0.12804499329105135","0.1324626060061647"
"686","1372","1372","1372","0.12964215225382775","0.12683238316567297","0.13144714137035882"
"687","1374","1374","1374","0.13044678130455442","0.12845904916452386","0.1350054052381891"
"688","1376","1376","1376","0.1304021794780066","0.12868673782185078","0.13343475590036397"
"689","1378","1378","1378","0.13037335648873621","0.12847422354329324","0.13237306732292448"
"690","1380","1380","1380","0.12993729984391084","0.12803544789675858","0.1333644585999221"
"691","1382","1382","1382","0.13084098004129746","0.12879479262352717","0.1338392464206605"
"692","1384","1384","1384","0.1304140559447052","0.126607490747683","0.13297529988976178"
"693","1386","1386","1386","0.13053991195464382","0.1276085999807904","0.13396101971752317"
"694","1388","1388","1388","0.13050952406685154","0.12833665754242288","0.13376552533292962"
"695","1390","1390","1390","0.13049050983288335","0.12883042422021718","0.13342895859075027"
"696","1392","1392","1392","0.13078958401481372","0.1283641870473749","0.13327634090872864"
"697","1394","1394","1394","0.13059419730781016","0.12857626529881996","0.13279648610010378"
"698","1396","1396","1396","0.13009360998518804","0.12854036454861537","0.1319951730288955"
"699","1398","1398","1398","0.13020984316285017","0.12732902872338492","0.13369974476380272"
"700","1400","1400","1400","0.13064518926376265","0.12786600120514466","0.13319116175560927"
"701","1402","1402","1402","0.13078344392827818","0.1280377733380995","0.13442953421719225"
"702","1404","1404","1404","0.1298191831268702","0.12575314352074582","0.13240473724737842"
"703","1406","1406","1406","0.1297862026323159","0.1277211736758508","0.13264050290548027"
"704","1408","1408","1408","0.1304938960593644","0.12805926636690518","0.1324154152563775"
"705","1410","1410","1410","0.13115640913346074","0.12801651362802743","0.1345616665089098"
"706","1412","1412","1412","0.13003777815725584","0.1269491434401358","0.13243396553250994"
"707","1414","1414","1414","0.12958358417854504","0.1265276546868482","0.1333203567115729"
"708","1416","1416","1416","0.12964633619306115","0.127045831697734","0.13359114017089502"
"709","1418","1418","1418","0.13005962625931797","0.12766547692267388","0.13381671645908974"
