"epoch","Name: hopfield_prot - _step","Name: hopfield_prot - _step__MIN","Name: hopfield_prot - _step__MAX","Name: hopfield_prot - loss_to_report_val","Name: hopfield_prot - loss_to_report_val__MIN","Name: hopfield_prot - loss_to_report_val__MAX"
"352","704","704","704","0.15026974446984612","0.14867766255650489","0.15291662016457666"
"353","706","706","706","0.1518395875844262","0.14826281463117102","0.15601527593579798"
"354","708","708","708","0.15068379634803525","0.14914076925422953","0.15249172098939315"
"355","710","710","710","0.15063883780964643","0.1476913293260823","0.15247555036754512"
"356","712","712","712","0.1495535897126842","0.14924997471748658","0.1501491598316108"
"357","714","714","714","0.15094994484656046","0.14760111407460025","0.1554146565960471"
"358","716","716","716","0.15058845922939126","0.1491002066735471","0.15293256462761298"
"359","718","718","718","0.15114607798881824","0.1484172697829648","0.15327488911313958"
"360","720","720","720","0.15311159652625747","0.14780650636593923","0.15876000430906004"
"361","722","722","722","0.15076421650781802","0.1488212068665868","0.15261779024220212"
"362","724","724","724","0.150999242405541","0.14814018433038548","0.15533841185463756"
"363","726","726","726","0.15282111338942359","0.14889709282406047","0.15529039838360148"
"364","728","728","728","0.15167107272214203","0.1486956586804988","0.15655300659942875"
"365","730","730","730","0.15249253563175677","0.15049851861302066","0.15767242226581388"
"366","732","732","732","0.15162417721788432","0.14953694081674598","0.1552257726367459"
"367","734","734","734","0.15148415838367776","0.1491459397486863","0.15612971316846802"
"368","736","736","736","0.15007894810285466","0.1466059949746795","0.15215793723437962"
"369","738","738","738","0.15024015329183765","0.14807972079030465","0.15284229673467548"
"370","740","740","740","0.15147393323386454","0.14551040958143263","0.15526708493964325"
"371","742","742","742","0.15057989245101494","0.1461939767576818","0.15449001056078038"
"372","744","744","744","0.15139198591206984","0.14717371284250413","0.15348857439576372"
"373","746","746","746","0.1501327068410466","0.1489769732295682","0.1517252371036974"
"374","748","748","748","0.1529660392127637","0.1498323146815601","0.1566417453335123"
"375","750","750","750","0.1500173982891872","0.14683158369720573","0.1527554020159307"
"376","752","752","752","0.15185801822940462","0.148100784005784","0.15470953937659412"
"377","754","754","754","0.1515169845513352","0.14904632597807765","0.15506474581505408"
"378","756","756","756","0.15052350986300142","0.1484785430396117","0.15263325738872816"
"379","758","758","758","0.15091508149461524","0.14686710739922232","0.15437318722981408"
"380","760","760","760","0.15035127337518067","0.14846286477380632","0.15325795774431128"
"381","762","762","762","0.15164088925083208","0.14836737357487711","0.15522281312641567"
"382","764","764","764","0.1519328795784713","0.1493399443494232","0.15460706610475933"
"383","766","766","766","0.15304325425560156","0.1507482915274288","0.1549603793079318"
"384","768","768","768","0.15111268060118022","0.14755095936944948","0.15340231197060153"
"385","770","770","770","0.1520517225810138","0.14953757258509132","0.15450702121813403"
"386","772","772","772","0.15227136473261318","0.15010206177951618","0.15433212353049205"
"387","774","774","774","0.15166043767747964","0.14933165495099965","0.15536183262973816"
"388","776","776","776","0.1532019608397839","0.15040526830151169","0.15599399287939156"
"389","778","778","778","0.15358197109237026","0.14842208069196652","0.15612848547316077"
"390","780","780","780","0.1524519137145139","0.14934679395631878","0.15551701529348433"
"391","782","782","782","0.15296066932711874","0.1503001504560183","0.15508115693936486"
"392","784","784","784","0.15224190606324767","0.15001969170144056","0.1562199719719733"
"393","786","786","786","0.15308646803758497","0.14930905326462654","0.1613548922815721"
"394","788","788","788","0.1517007081896699","0.14889105784194565","0.1533207679013475"
"395","790","790","790","0.15275087362127646","0.1487989143803245","0.15522515067856502"
"396","792","792","792","0.15256599786497366","0.149967664616341","0.15694113503349408"
"397","794","794","794","0.15315966660403152","0.15095536863792225","0.15663344821725042"
"398","796","796","796","0.15231941964723586","0.14973102727718213","0.157760164026786"
"399","798","798","798","0.15103586298091223","0.14905048995865075","0.15271642399082078"
"400","800","800","800","0.15235141103953637","0.14992290775693032","0.15448475138969428"
"401","802","802","802","0.1513758023900263","0.14670828305503805","0.15310149390019248"
"402","804","804","804","0.15206821340098248","0.14808799622607857","0.1554463431245679"
"403","806","806","806","0.15158740789065275","0.14957547549005554","0.15391970918136688"
"404","808","808","808","0.15256049159215923","0.14884087706648394","0.15616091468224888"
"405","810","810","810","0.15175670702512772","0.14912318489934598","0.15582538886508088"
"406","812","812","812","0.1516869872416225","0.1492641701695441","0.1537762794539717"
"407","814","814","814","0.15051135700523205","0.14793806040029084","0.1528705643310898"
"408","816","816","816","0.15193569153436048","0.1491107122211024","0.15734037913238455"
"409","818","818","818","0.1535791573486511","0.14786293847664936","0.1574119540747692"
"410","820","820","820","0.15158938769321012","0.1499039301762428","0.15414977727100365"
"411","822","822","822","0.1524051593301916","0.14839208112185506","0.15463788189943636"
"412","824","824","824","0.1514308706689303","0.14886925122500436","0.1541563808597995"
"413","826","826","826","0.15210596724707082","0.14928247198459546","0.15672624429974255"
"414","828","828","828","0.15246946206774764","0.1496792569290606","0.15632204639631997"
"415","830","830","830","0.15173338525800117","0.14904913116410548","0.15619770368258798"
"416","832","832","832","0.15130123311356167","0.1487211805290351","0.15505282374645396"
"417","834","834","834","0.15133571530519074","0.14834982940901775","0.15456353167443387"
"418","836","836","836","0.1503889478195135","0.14950212834340512","0.15225903985832615"
"419","838","838","838","0.15111259017394585","0.14918726272124028","0.15490636891765347"
"420","840","840","840","0.15313889521475513","0.1481775857842636","0.15663887894853737"
"421","842","842","842","0.15131711318231617","0.14822273063071592","0.15447040749014088"
"422","844","844","844","0.1521217829796955","0.1506105706716153","0.15400087149642142"
"423","846","846","846","0.15173063637735862","0.15036199060224023","0.15445326424050254"
"424","848","848","848","0.15246819625134167","0.1498135294982265","0.15739209072889862"
"425","850","850","850","0.15128266562459217","0.1481268256037588","0.15514218392978169"
"426","852","852","852","0.15248234061589616","0.14957828789919353","0.15404931650343393"
"427","854","854","854","0.15142037521377966","0.14965841349475092","0.15493414397656088"
"428","856","856","856","0.15026627438637613","0.1470520299210573","0.15182468838006533"
"429","858","858","858","0.1513421284591653","0.14890581242973938","0.15266130671901457"
"430","860","860","860","0.1527679139618573","0.1508370241709425","0.15606770163981382"
"431","862","862","862","0.15117648601180175","0.14727332977304775","0.15399329290602226"
"432","864","864","864","0.15156503592609055","0.14955796700822502","0.15552286269409427"
"433","866","866","866","0.14973860897656682","0.14720812961181262","0.15211679283505516"
"434","868","868","868","0.15252329415194063","0.14898563434641668","0.1547531821665579"
"435","870","870","870","0.1522322312813704","0.14955927463459565","0.15683555102042107"
"436","872","872","872","0.15305035427891683","0.15040277620331474","0.15633309679529178"
"437","874","874","874","0.1524319308057266","0.1478873213903274","0.15648767655342477"
"438","876","876","876","0.15200577688847386","0.15025499544182003","0.15355919419297617"
"439","878","878","878","0.1511020767264721","0.14853772614585437","0.15348964710347318"
"440","880","880","880","0.15142824254299142","0.14726777849164457","0.15807346519143456"
"441","882","882","882","0.1524207452819267","0.14988762609866133","0.15848559102899024"
"442","884","884","884","0.15220985051302283","0.1486973389936813","0.15363969059317414"
"443","886","886","886","0.1523279871821477","0.14965097762436352","0.15602258138580716"
"444","888","888","888","0.15217147449818696","0.15081264649133058","0.15302624252919708"
"445","890","890","890","0.15128471280372188","0.1495601018647028","0.1541087371481025"
"446","892","892","892","0.15360908481020358","0.1511058366576279","0.15602704374173518"
"447","894","894","894","0.15083568391379354","0.1491416258571178","0.15203385113523377"
"448","896","896","896","0.15475447947867976","0.1493373504948051","0.1602465377550174"
"449","898","898","898","0.15403085355649226","0.15128809289279924","0.15651338081141458"
"450","900","900","900","0.15170492933923935","0.15048777030948904","0.1540720226447299"
"451","902","902","902","0.15227937425965182","0.15133189069604222","0.15549730396763523"
"452","904","904","904","0.1529822320126192","0.1499254944515156","0.15611362564477355"
"453","906","906","906","0.151887126534574","0.14978618730175905","0.15535715226018143"
"454","908","908","908","0.15268778970258517","0.15095908240716008","0.15467558536249454"
"455","910","910","910","0.1522770930168722","0.149765766271314","0.1536498954029942"
"456","912","912","912","0.150174133911126","0.14792298680517055","0.15458785513131248"
"457","914","914","914","0.15385905382609338","0.15141554498121249","0.15985065055447165"
"458","916","916","916","0.15274071340760237","0.15045561536907046","0.15837940567970368"
"459","918","918","918","0.15241106193496978","0.1494502194169395","0.15580441037811005"
"460","920","920","920","0.15459773558029077","0.15093220089787715","0.15769932588956087"
"461","922","922","922","0.1540829893252326","0.15047794820518615","0.1595375542672671"
"462","924","924","924","0.1528504091827319","0.15028428583207337","0.1579846018544906"
"463","926","926","926","0.15245864226055636","0.15037600793030634","0.15537791881396237"
"464","928","928","928","0.15229139484595516","0.15069596721894069","0.15312398755708537"
"465","930","930","930","0.151355194171344","0.14806958367822567","0.15519017648786898"
"466","932","932","932","0.1522974415048679","0.14903277541529733","0.15545326168865617"
"467","934","934","934","0.15097320142218043","0.14885774847229466","0.15392926141186097"
"468","936","936","936","0.15199041453788661","0.1498194732420776","0.1538561332561909"
"469","938","938","938","0.15243688865436644","0.15198829653163054","0.15310095018544878"
"470","940","940","940","0.1534719575899291","0.15014213119764186","0.15584188049942446"
"471","942","942","942","0.1514062913875162","0.14731771411277378","0.15556108484942455"
"472","944","944","944","0.15412960072180254","0.15285709760051547","0.15501943585653644"
"473","946","946","946","0.15274587244809507","0.14899757074366984","0.1583051544045091"
"474","948","948","948","0.15421040789656354","0.15010634225518954","0.15774088084107601"
"475","950","950","950","0.15515865751675292","0.1503706419542801","0.15858496516851572"
"476","952","952","952","0.1544757005148039","0.15136775073752867","0.15764072219499714"
"477","954","954","954","0.1528608700375343","0.14748571861716825","0.1561174798924146"
"478","956","956","956","0.15224658113836673","0.14992690516773347","0.15466293095950773"
"479","958","958","958","0.15216011462692003","0.15159190726845687","0.15279606688906527"
"480","960","960","960","0.15406631462846063","0.1489863821120157","0.15828950503806535"
"481","962","962","962","0.15317988928394602","0.1499579833221896","0.15515870068556745"
"482","964","964","964","0.15348519307468567","0.15200572486279662","0.15564108227674858"
"483","966","966","966","0.15229041576796604","0.14965147397833528","0.15400910456328243"
"484","968","968","968","0.15139300006709297","0.14868645855354695","0.15448187554843137"
"485","970","970","970","0.15229065871948314","0.15059678043649977","0.15413342480355685"
"486","972","972","972","0.15164481594827423","0.1496527328714091","0.1555190213027761"
"487","974","974","974","0.1519293567017015","0.15005266817130902","0.15542663043836422"
"488","976","976","976","0.15320805902558257","0.14985395849416913","0.15442953935984036"
"489","978","978","978","0.1527100350128077","0.15016357284497164","0.15566299517792007"
"490","980","980","980","0.1529427244508424","0.1513751111780597","0.15442342702457756"
"491","982","982","982","0.15356488194213067","0.15048114750648628","0.1556722762761875"
"492","984","984","984","0.15333234041742144","0.14830991620367917","0.1588890644931281"
"493","986","986","986","0.15166550002178225","0.14857365048344517","0.15700543182700324"
"494","988","988","988","0.15283368446477305","0.15058091475002827","0.15549419226899483"
"495","990","990","990","0.15217584223437502","0.15083275911930963","0.15369258809308972"
"496","992","992","992","0.15365684301197002","0.1509181988639931","0.15606777248558282"
"497","994","994","994","0.15245470568154418","0.14814127487240897","0.15714491978831463"
"498","996","996","996","0.15191046742131906","0.1486614817863181","0.15593633930886083"
"499","998","998","998","0.1514683472892979","0.14884276481345124","0.15409405334961362"
"500","1000","1000","1000","0.15445344499125874","0.1534283695959344","0.15525159933462204"
"501","1002","1002","1002","0.15231548575265355","0.1510794162162721","0.1533107480653895"
"502","1004","1004","1004","0.15247952251152097","0.15072199974025616","0.15480882094443899"
"503","1006","1006","1006","0.15194815744162204","0.14794762626160682","0.15560893932508332"
"504","1008","1008","1008","0.15312910000231267","0.15009175995800905","0.15679325531264351"
"505","1010","1010","1010","0.15199450063876865","0.14916604460778934","0.15716903747917357"
"506","1012","1012","1012","0.1513282894077641","0.14876338111803603","0.15441751436580117"
"507","1014","1014","1014","0.1522591551020865","0.14975907378689862","0.15631609853139553"
"508","1016","1016","1016","0.15219813351312558","0.15113727725901285","0.1535257546935584"
"509","1018","1018","1018","0.15271225608471584","0.14983354118522343","0.15704331052971662"
"510","1020","1020","1020","0.15263659196496043","0.14993128944332532","0.15577857278527227"
"511","1022","1022","1022","0.1525091960383703","0.15037301272222436","0.15569279664247446"
"512","1024","1024","1024","0.15557896215563546","0.1521977618973925","0.15904943963564036"
"513","1026","1026","1026","0.15512601747413754","0.14983518632470952","0.16272755182141346"
"514","1028","1028","1028","0.15289806073077555","0.15036608294298082","0.15524222570704113"
"515","1030","1030","1030","0.15307848074096903","0.15047175223494513","0.15550943832721018"
"516","1032","1032","1032","0.15191549424148648","0.15053746772437293","0.15307922631693982"
"517","1034","1034","1034","0.15115751873542835","0.1501705444751429","0.15299752431879723"
"518","1036","1036","1036","0.1530431113788826","0.151752800268946","0.1553778896831227"
"519","1038","1038","1038","0.15008420209010076","0.14857778420195367","0.15230667502371772"
"520","1040","1040","1040","0.1525264500163019","0.1494800218907817","0.1545147164326957"
"521","1042","1042","1042","0.15110537163065904","0.14685272902327975","0.15324947040678433"
"522","1044","1044","1044","0.15327731991167798","0.1515873351363497","0.15574088850730378"
"523","1046","1046","1046","0.1527122991142283","0.15236813024966997","0.153365744072947"
"524","1048","1048","1048","0.15216315315840084","0.14921096698050534","0.1539712860487903"
"525","1050","1050","1050","0.1520667893839596","0.1488901501824977","0.1562265858245761"
"526","1052","1052","1052","0.1538364158945091","0.14748265104464287","0.15850135051707556"
"527","1054","1054","1054","0.1545743451240652","0.15264481191720247","0.1569712481525883"
"528","1056","1056","1056","0.1527750140415723","0.14910715525583879","0.15417838036016127"
"529","1058","1058","1058","0.15249324171981765","0.14982954281079183","0.15596044019433558"
"530","1060","1060","1060","0.15264512993135998","0.15095994611826213","0.1548438988342952"
"531","1062","1062","1062","0.15469498716859625","0.1517896726443549","0.15675937222413935"
"532","1064","1064","1064","0.1536876773529188","0.15230541836888525","0.15566974371023218"
"533","1066","1066","1066","0.153926626069889","0.1517047196094923","0.15968219663794103"
"534","1068","1068","1068","0.15329015849307598","0.15001372224641896","0.15757451966469924"
"535","1070","1070","1070","0.15291121523447723","0.14901554287728994","0.15614699219839698"
"536","1072","1072","1072","0.15231096924317306","0.14972100172469238","0.15459085841650264"
"537","1074","1074","1074","0.15258592899326076","0.15061713658662354","0.15371570403861085"
"538","1076","1076","1076","0.15540304289304227","0.15129041187397219","0.15881024549829112"
"539","1078","1078","1078","0.15416124040632478","0.15331707639989817","0.1559680674443046"
"540","1080","1080","1080","0.1537567946944102","0.15213006481746671","0.1555267828545889"
"541","1082","1082","1082","0.15222949818954162","0.14876821021010847","0.15569381256597203"
"542","1084","1084","1084","0.1528329444093565","0.1495258868805414","0.1546259324466581"
"543","1086","1086","1086","0.15085928614420843","0.1480852326965231","0.15329118235531725"
"544","1088","1088","1088","0.15309430060408438","0.14951522801091954","0.15606231670064127"
"545","1090","1090","1090","0.15237386618804027","0.1489773236108251","0.15824708369002433"
"546","1092","1092","1092","0.15179197187286939","0.14777561947148812","0.15417031804035286"
"547","1094","1094","1094","0.1530882383861479","0.15028224089259007","0.15624696802919483"
"548","1096","1096","1096","0.15414726202866275","0.1502519453218951","0.1591717275118858"
"549","1098","1098","1098","0.15257541058737722","0.15079086962038332","0.15350986960130727"
"550","1100","1100","1100","0.15315241036689908","0.15213211932305812","0.15488614744499501"
"551","1102","1102","1102","0.15421023369052286","0.1520271862537448","0.15871749715331845"
"552","1104","1104","1104","0.15342113551499556","0.1509870325763544","0.157782902485684"
"553","1106","1106","1106","0.1524222685426812","0.15001350431612015","0.15502454718550523"
"554","1108","1108","1108","0.15284846612527656","0.14947454145656736","0.15424914221065178"
"555","1110","1110","1110","0.15257252295034657","0.1497288035154593","0.15526479374825344"
"556","1112","1112","1112","0.1536017535294155","0.15081532056176838","0.15603616117142322"
"557","1114","1114","1114","0.15301452275018565","0.15061110661018937","0.15431981658587365"
"558","1116","1116","1116","0.15367181564248425","0.15155082979981968","0.15744018353481154"
"559","1118","1118","1118","0.15361416438371936","0.151687873492574","0.15654865246390445"
"560","1120","1120","1120","0.15337194011073169","0.15032357520581735","0.15520949561610842"
"561","1122","1122","1122","0.15354762311721065","0.14916121687635364","0.15673940980772436"
"562","1124","1124","1124","0.15346500985441883","0.14943220440061897","0.15602196222920303"
"563","1126","1126","1126","0.15298818533329833","0.14793393039228844","0.15734924982959775"
"564","1128","1128","1128","0.15327812397766052","0.14956768733600773","0.1564829464925075"
"565","1130","1130","1130","0.1524467919304832","0.14860589612029693","0.15470843843793244"
"566","1132","1132","1132","0.15526308770945138","0.15297683395310804","0.15916789961762723"
"567","1134","1134","1134","0.15433266776932797","0.15084246799243856","0.16067780924753494"
"568","1136","1136","1136","0.15429774607359542","0.14990046362482282","0.15740965607567642"
"569","1138","1138","1138","0.1519546902951887","0.14937061784427774","0.1564427617654682"
"570","1140","1140","1140","0.15211799345798363","0.14894516143782474","0.15642117737609895"
"571","1142","1142","1142","0.15216395608776487","0.15126219634337026","0.15356001094041583"
"572","1144","1144","1144","0.15445246288057426","0.14781568659569252","0.15826295307838156"
"573","1146","1146","1146","0.15293741287294088","0.15204806296127993","0.15387404854649397"
"574","1148","1148","1148","0.15401765895199165","0.15210548139620395","0.1554671978715813"
"575","1150","1150","1150","0.15417146668399923","0.15178784112202115","0.15870980775109444"
"576","1152","1152","1152","0.154565740572479","0.15095077300301943","0.15961816883839136"
"577","1154","1154","1154","0.15419342318353313","0.15241041305796116","0.15546957212060242"
"578","1156","1156","1156","0.1535151552307815","0.1508924684169805","0.1560577407498815"
"579","1158","1158","1158","0.1547447586209322","0.15161931735569253","0.15825539014780934"
"580","1160","1160","1160","0.15292907517528093","0.149019831603268","0.15686029833741266"
"581","1162","1162","1162","0.15395019378174005","0.15258350346291782","0.15558226788397983"
"582","1164","1164","1164","0.15258785456224916","0.14971807763258296","0.1572258589897422"
"583","1166","1166","1166","0.15348004048215738","0.15099463862808832","0.15604332058490805"
"584","1168","1168","1168","0.15466531757627822","0.15266154545465105","0.15867988867132224"
"585","1170","1170","1170","0.15213393813566553","0.15025496649805747","0.15380793748324717"
"586","1172","1172","1172","0.15415791325991016","0.15192897644831344","0.15748308082550638"
"587","1174","1174","1174","0.15320081738201333","0.1500073753193598","0.1549793202759509"
"588","1176","1176","1176","0.15239995850791663","0.15117459124220928","0.15457516337712954"
"589","1178","1178","1178","0.15385926636750435","0.1512854466603904","0.15675628576147707"
"590","1180","1180","1180","0.15406043416209006","0.15135001614577384","0.15800752853512448"
"591","1182","1182","1182","0.15381937946494428","0.15126552844502816","0.15608300208291284"
"592","1184","1184","1184","0.15302540854299804","0.1503233618570173","0.1576500150855558"
"593","1186","1186","1186","0.1536534355255359","0.14966594291859506","0.1564734967538543"
"594","1188","1188","1188","0.1536353379518079","0.15102032925268583","0.15820873000227353"
"595","1190","1190","1190","0.15296480249862757","0.15133068515689865","0.15423566372459105"
"596","1192","1192","1192","0.15167133464976987","0.14768688826324208","0.154399606287661"
"597","1194","1194","1194","0.15260651860468752","0.14932301868268757","0.15835406910689115"
"598","1196","1196","1196","0.1541466991851848","0.1522207040917566","0.15702017029306262"
"599","1198","1198","1198","0.15288013385590254","0.1510768385875703","0.15514677907686883"
"600","1200","1200","1200","0.1519016394674877","0.15003219339726043","0.15420625412097752"
"601","1202","1202","1202","0.15069754214948766","0.1480445245770161","0.15152504004662895"
"602","1204","1204","1204","0.1524031178790112","0.14930667325300362","0.15540174377268332"
"603","1206","1206","1206","0.15144378364658131","0.15033891117431697","0.15254042551560326"
"604","1208","1208","1208","0.1520485846104608","0.1491143252492031","0.1544149396093004"
"605","1210","1210","1210","0.152376085107381","0.1511214272666007","0.1534650356533559"
"606","1212","1212","1212","0.1531051101547848","0.14944730711040605","0.15766686080008022"
"607","1214","1214","1214","0.1527968601870849","0.15082158023706146","0.15420270190176824"
"608","1216","1216","1216","0.15143643558785133","0.15005899308508697","0.152945852173646"
"609","1218","1218","1218","0.1519997092580714","0.149987350341284","0.15451325023017046"
"610","1220","1220","1220","0.1528654075596107","0.1516608033838727","0.15441735693823128"
"611","1222","1222","1222","0.15340927037136282","0.15096695047505787","0.15528796418614807"
"612","1224","1224","1224","0.15199220133926658","0.1494566774649717","0.15598988581643294"
"613","1226","1226","1226","0.154443626252539","0.15130910413191787","0.1588627640902609"
"614","1228","1228","1228","0.15181812835732272","0.1492790487180413","0.15349357094163527"
"615","1230","1230","1230","0.15283717738775987","0.1512829917255214","0.1540355951487233"
"616","1232","1232","1232","0.15425129614699234","0.15198817897964512","0.15892385381572083"
"617","1234","1234","1234","0.15453737650888447","0.15195879867952938","0.1576267917449207"
"618","1236","1236","1236","0.15258897948879685","0.15110526623590922","0.15364981255268206"
"619","1238","1238","1238","0.1543223040781716","0.15133740382323962","0.15642619663674753"
"620","1240","1240","1240","0.1529766357078167","0.15067430651735902","0.1554624168614852"
"621","1242","1242","1242","0.15189787374815117","0.14813442540163693","0.1552220880318361"
"622","1244","1244","1244","0.15346798311408788","0.14991337775130004","0.1589279527767807"
"623","1246","1246","1246","0.1518696926501007","0.1504568129324283","0.15406753897903164"
"624","1248","1248","1248","0.1540610362350252","0.1519709885631384","0.157172004620206"
"625","1250","1250","1250","0.1544791248285114","0.15329608101817474","0.15693240423454075"
"626","1252","1252","1252","0.1524139012656541","0.15111522214528064","0.1544927969302277"
"627","1254","1254","1254","0.15407624787901839","0.15230352711786033","0.15783343062867558"
"628","1256","1256","1256","0.15543152379862266","0.15391337362196358","0.1590352231025934"
"629","1258","1258","1258","0.1541799829258665","0.15052871881289445","0.16062630988958954"
"630","1260","1260","1260","0.15282081629140087","0.14820465944626388","0.1562429941698256"
"631","1262","1262","1262","0.15396106151875621","0.15142015435220524","0.15563979871301706"
"632","1264","1264","1264","0.15514313127556725","0.15061856031411708","0.15801753220298784"
"633","1266","1266","1266","0.15394110454763382","0.15212359352391117","0.15633583207754337"
"634","1268","1268","1268","0.15305107687969027","0.14862273468602163","0.15586250995429607"
"635","1270","1270","1270","0.15382878470866496","0.1506546204447547","0.15580051451133103"
"636","1272","1272","1272","0.15450945186776419","0.15149700772254762","0.15906024956506493"
"637","1274","1274","1274","0.1519877101834166","0.14986906760292237","0.15515110622751066"
"638","1276","1276","1276","0.15399754480649802","0.15031931305434917","0.15782602293335746"
"639","1278","1278","1278","0.15394643481632322","0.14961982026372","0.15898967886126297"
"640","1280","1280","1280","0.15298689879794808","0.14613399494129245","0.15674007152211317"
"641","1282","1282","1282","0.15308336315980928","0.15257759914368402","0.1536327569003894"
"642","1284","1284","1284","0.1542419288422205","0.1527913603745007","0.15583977766175033"
"643","1286","1286","1286","0.1546169918801506","0.15284570799422997","0.15656225306870553"
"644","1288","1288","1288","0.15400153439883005","0.15173640233507493","0.15551917638710647"
"645","1290","1290","1290","0.15138186883246219","0.14966130719120077","0.15409378914263835"
"646","1292","1292","1292","0.1532514270058407","0.15130319129207878","0.1558528778869739"
"647","1294","1294","1294","0.15441313397203213","0.15220491775050016","0.15945314516928955"
"648","1296","1296","1296","0.15244042386835405","0.14992274918344675","0.1546348485501257"
"649","1298","1298","1298","0.1532041124883753","0.1511974644503989","0.15455323857443418"
"650","1300","1300","1300","0.1522621105982628","0.15032387441709322","0.1552534671341696"
"651","1302","1302","1302","0.15422687543133823","0.15188724147305047","0.1577394073143644"
"652","1304","1304","1304","0.15303402755797105","0.14799540924234916","0.15692392873904618"
"653","1306","1306","1306","0.15325197677855482","0.15059009933799017","0.15656582615537395"
"654","1308","1308","1308","0.1555693038133676","0.15276840547543186","0.15857276822089242"
"655","1310","1310","1310","0.15465564166704723","0.1511646027084098","0.1573389663371718"
"656","1312","1312","1312","0.15605837383590665","0.15409829813497014","0.1586346926872382"
"657","1314","1314","1314","0.15412723032278994","0.14824645485283627","0.1575482168329704"
"658","1316","1316","1316","0.15498548562072229","0.15061095260168564","0.15818323635438367"
"659","1318","1318","1318","0.15429440335880668","0.14668503888384016","0.16041173601220102"
"660","1320","1320","1320","0.15403852145530864","0.14983378882244847","0.1575829742639981"
"661","1322","1322","1322","0.15290752615318043","0.14668717766633557","0.15662151123839188"
"662","1324","1324","1324","0.15446506725619685","0.1506534267172281","0.15756863759344197"
"663","1326","1326","1326","0.15228550744672725","0.1498794273003695","0.15460057221642828"
"664","1328","1328","1328","0.15307854774321075","0.14875826146174473","0.156810579415818"
"665","1330","1330","1330","0.15202684426044483","0.15016265168930937","0.1541527750782103"
"666","1332","1332","1332","0.1547572464841493","0.15001230886696695","0.16050591806258938"
"667","1334","1334","1334","0.15288833966694354","0.14952378684548848","0.15736583358166475"
"668","1336","1336","1336","0.15177881362687784","0.14656864360248206","0.1571739672198442"
"669","1338","1338","1338","0.15503868395645518","0.15053973531579062","0.15782113374009027"
"670","1340","1340","1340","0.15273707594823194","0.14867415130359432","0.1557675026483841"
"671","1342","1342","1342","0.1532058816584379","0.15122450241587965","0.15496725781325021"
"672","1344","1344","1344","0.1540060461327085","0.15188631173555997","0.15578877914433448"
"673","1346","1346","1346","0.1521879288467266","0.1497641956252391","0.1553529643227246"
"674","1348","1348","1348","0.1549531130559095","0.15369321189599855","0.15656355376042752"
"675","1350","1350","1350","0.15479396704989518","0.15226919062398905","0.15755735292818757"
"676","1352","1352","1352","0.15470182214708575","0.15174313454456614","0.15630365675243718"
"677","1354","1354","1354","0.15385758598513138","0.15081204409931098","0.15657071889533744"
"678","1356","1356","1356","0.15375052408038442","0.14981543052349552","0.15939150049737125"
"679","1358","1358","1358","0.15306488044499292","0.1515459439170448","0.15507775882820035"
"680","1360","1360","1360","0.15394830761324432","0.1506181900565882","0.15771997455984105"
"681","1362","1362","1362","0.15386561237927224","0.14985128722734029","0.15656749078259538"
"682","1364","1364","1364","0.15369490243531692","0.15071898934696024","0.15935115846565417"
"683","1366","1366","1366","0.15372484231814967","0.15012074195119005","0.15766408808788648"
"684","1368","1368","1368","0.15375938885119372","0.1515889826965975","0.15756722442006996"
"685","1370","1370","1370","0.153183592637148","0.14966200702427698","0.1559734257415826"
"686","1372","1372","1372","0.15283696005164993","0.15023269362400268","0.1556043407840499"
"687","1374","1374","1374","0.1538469719760021","0.15127606840869207","0.15875751787597706"
"688","1376","1376","1376","0.1534912303724547","0.15080093276951334","0.15711415451480834"
"689","1378","1378","1378","0.15331334713404393","0.15120986506973846","0.15466716426086377"
"690","1380","1380","1380","0.15396985234459176","0.14819361742636447","0.15621380755319814"
"691","1382","1382","1382","0.15423326776826277","0.15178841919564234","0.15600854903810882"
"692","1384","1384","1384","0.15266403961229064","0.1503992410205937","0.15482883407852555"
"693","1386","1386","1386","0.1530525021057687","0.15119684596608265","0.1549504047295907"
"694","1388","1388","1388","0.15469403879614158","0.148930527093623","0.15725062515159927"
"695","1390","1390","1390","0.15273214229106874","0.150246274242382","0.15468752096140828"
"696","1392","1392","1392","0.15316719424379316","0.15089093990708238","0.15586506483119175"
"697","1394","1394","1394","0.1536847601648611","0.1506963760247606","0.15513663451056944"
"698","1396","1396","1396","0.15461700058337874","0.15023744444695158","0.15814908712237616"
"699","1398","1398","1398","0.15338177910642853","0.15059444940800185","0.1560756182301132"
"700","1400","1400","1400","0.15283293194745926","0.1503605398307898","0.15518005004087632"
"701","1402","1402","1402","0.15334316327962372","0.15042152663318342","0.15682327521767767"
"702","1404","1404","1404","0.15380828970877425","0.1513887738665533","0.15706656417591908"
"703","1406","1406","1406","0.1532876530693273","0.15225663395288455","0.15540412764337638"
"704","1408","1408","1408","0.15351506665679618","0.15139087191093248","0.1581230089993896"
"705","1410","1410","1410","0.15456028358055945","0.15246876938963888","0.157368234236832"
"706","1412","1412","1412","0.15297119092867154","0.1512271568124858","0.15549530666819"
"707","1414","1414","1414","0.15387322018521607","0.15128686127271812","0.15749803402357104"
"708","1416","1416","1416","0.15446873352702228","0.15248958048759031","0.15649941790330127"
"709","1418","1418","1418","0.15290896779840893","0.1495824418422827","0.15767807183271182"
