"epoch","Name: hopfield_full - _step","Name: hopfield_full - _step__MIN","Name: hopfield_full - _step__MAX","Name: hopfield_full - ci_val","Name: hopfield_full - ci_val__MIN","Name: hopfield_full - ci_val__MAX"
"84","168","168","168","0.8618388746255565","0.8593455701837174","0.8645143841963134"
"85","170","170","170","0.8628886874124138","0.8596003628519155","0.8647196720071281"
"86","172","172","172","0.8629690743368915","0.8610344826771613","0.8647566916937702"
"87","174","174","174","0.8635203648618284","0.8620184848601187","0.8651442374897714"
"88","176","176","176","0.8638796473503539","0.8607108598864147","0.8657005977094129"
"89","178","178","178","0.8638395190985669","0.862082345071433","0.865439725350349"
"90","180","180","180","0.8660423913425344","0.8631797422261316","0.8684716127428114"
"91","182","182","182","0.8645320920066594","0.8636278906315675","0.8658627043613893"
"92","184","184","184","0.864242115826204","0.8623915982140036","0.8658480374873091"
"93","186","186","186","0.8643300887114862","0.8596070928622795","0.8674115735305306"
"94","188","188","188","0.8638808451671436","0.8608812491463633","0.8655553378074078"
"95","190","190","190","0.8642926196309298","0.860254936213081","0.8666469546405412"
"96","192","192","192","0.8653285127497607","0.863341725902307","0.8663492932069377"
"97","194","194","194","0.8658412287567684","0.8633768552518569","0.8686910129101209"
"98","196","196","196","0.8665218850473071","0.8657719890348429","0.8670491147778677"
"99","198","198","198","0.8654471057244146","0.8639277498557","0.8670410675122827"
"100","200","200","200","0.8666291995346673","0.8660402703818962","0.8672047126699867"
"101","202","202","202","0.8644135423142885","0.8605532644188171","0.8676607663827441"
"102","204","204","204","0.8655981720066939","0.8632577126986597","0.8671502574545062"
"103","206","206","206","0.8650153578484503","0.8634360787328268","0.8669297491142098"
"104","208","208","208","0.8656227562487848","0.862455613232171","0.8676309532391696"
"105","210","210","210","0.8649338851480968","0.8602898907473621","0.8667150391065679"
"106","212","212","212","0.8671511821717625","0.8639004273271967","0.8690916386187839"
"107","214","214","214","0.8667926109023634","0.8657875951866785","0.867623545206161"
"108","216","216","216","0.8652230094312128","0.8626930738891968","0.8687500044025543"
"109","218","218","218","0.8661436098558546","0.8615531332026322","0.8690380293931071"
"110","220","220","220","0.8658626485595334","0.8623347071834997","0.8693865150811444"
"111","222","222","222","0.8673098876810486","0.8654348488428139","0.8689298796642579"
"112","224","224","224","0.8657623405866683","0.8613148068285503","0.8680009737151116"
"113","226","226","226","0.8665130243733005","0.864550566484343","0.8684558606523718"
"114","228","228","228","0.8667620091261258","0.8638101626518878","0.8693360208739426"
"115","230","230","230","0.8670237987949443","0.8621561245918247","0.8707960041104316"
"116","232","232","232","0.8673014393224513","0.8635515187686925","0.8696547296388949"
"117","234","234","234","0.8655352972046181","0.8593822401508852","0.8680893032467228"
"118","236","236","236","0.8652260527721272","0.8601872867641861","0.8669755243217927"
"119","238","238","238","0.8663623328598119","0.8632018839755417","0.8688233625007626"
"120","240","240","240","0.8665822054025888","0.8654337442412537","0.8674719405772894"
"121","242","242","242","0.8654270727947454","0.8613135162559495","0.8680218428142582"
"122","244","244","244","0.8676969156424095","0.8645190247895954","0.8690289341741729"
"123","246","246","246","0.8675086993293046","0.8632602236719873","0.8708793677927774"
"124","248","248","248","0.8675894125544035","0.8650004337306764","0.871213025551753"
"125","250","250","250","0.8664264368180937","0.8626217795745134","0.8700102508167953"
"126","252","252","252","0.8686862223168248","0.8674420873412925","0.8718420994127072"
"127","254","254","254","0.8682092374798334","0.8667523532509921","0.87092682773012"
"128","256","256","256","0.8685564449963771","0.8661211071086928","0.8696195423250038"
"129","258","258","258","0.8683588609401388","0.8667957428855015","0.8707829606364076"
"130","260","260","260","0.8682710795037103","0.8651628087410029","0.8712673494794445"
"131","262","262","262","0.8687201954508026","0.8676952428586678","0.8707703563268178"
"132","264","264","264","0.8678219228494328","0.8655431452884171","0.8692456055309072"
"133","266","266","266","0.8673747972768842","0.8639412875438961","0.8707071940707272"
"134","268","268","268","0.8661726969661905","0.8641467051748092","0.8679757447615531"
"135","270","270","270","0.8681017137407746","0.8640365378434062","0.8715562820994045"
"136","272","272","272","0.8691167892196324","0.8647365090253107","0.871960397764977"
"137","274","274","274","0.8677875445285126","0.8605400483796312","0.8699555053255721"
"138","276","276","276","0.8682441834847221","0.8649414168753534","0.8707346304462029"
"139","278","278","278","0.8692095831172797","0.8669141210477805","0.8706740570911318"
"140","280","280","280","0.8687075460062385","0.8664746950236997","0.8719064556110667"
"141","282","282","282","0.8681620276838251","0.8659767818792942","0.8708384176833156"
"142","284","284","284","0.8692801776295667","0.8652526538246329","0.8712900642550484"
"143","286","286","286","0.8698104104043279","0.8686905686172726","0.8718493794877471"
"144","288","288","288","0.8697997198447928","0.868054836258905","0.872552750269892"
"145","290","290","290","0.8698209524140601","0.8687348870630293","0.870814354882803"
"146","292","292","292","0.8673281847360442","0.864185438223422","0.8697072357034284"
"147","294","294","294","0.8692887648657981","0.8675095599329442","0.872080214453864"
"148","296","296","296","0.868356030230258","0.8652980092736627","0.8708463066833849"
"149","298","298","298","0.869184642478953","0.864375455765171","0.8709003109371408"
"150","300","300","300","0.8681378051776729","0.8646225409062929","0.8701095341410403"
"151","302","302","302","0.868105467490324","0.8662014887275111","0.8700005944481568"
"152","304","304","304","0.8692527729600312","0.8654242273224405","0.8709783225057742"
"153","306","306","306","0.8669266038942288","0.8605853619289744","0.8705782109805381"
"154","308","308","308","0.8682384112692493","0.8633874848067672","0.8708741580315265"
"155","310","310","310","0.868727022405657","0.8634302819192318","0.8729450226995691"
"156","312","312","312","0.869456188598232","0.8660570369992542","0.8715245013451479"
"157","314","314","314","0.8703691044344121","0.8663856584961348","0.8718642556055083"
"158","316","316","316","0.8694378293934651","0.8685099581068642","0.8703013829556245"
"159","318","318","318","0.8695833619150963","0.8676402623068775","0.8720848902743902"
"160","320","320","320","0.868564107122811","0.8648546631216562","0.8715926724947176"
"161","322","322","322","0.869581542468565","0.8682596681978111","0.8708448473777378"
"162","324","324","324","0.868285269025573","0.8659680377937229","0.8708169824066049"
"163","326","326","326","0.8699345705841441","0.8665678909702","0.8726630919365344"
"164","328","328","328","0.8690634632390785","0.8661182586376048","0.8707230423041332"
"165","330","330","330","0.8682310882374941","0.8643149577158242","0.8711928637765673"
"166","332","332","332","0.868864747372944","0.8651217391772484","0.8711348250749424"
"167","334","334","334","0.8677839040352886","0.8630965984979152","0.8706948477263431"
"168","336","336","336","0.8708467217074599","0.8688774259291657","0.8732702212070667"
"169","338","338","338","0.869422717533969","0.8669244221942662","0.870969223527893"
"170","340","340","340","0.8693998533379996","0.8667196991657293","0.8724543935713545"
"171","342","342","342","0.8698289799892874","0.8651140179912257","0.8725850277785548"
"172","344","344","344","0.8689007066939769","0.864269122203782","0.8751358506978205"
"173","346","346","346","0.8691462253012802","0.8653382828101098","0.8707891314790024"
"174","348","348","348","0.8686064728879256","0.8615005338887908","0.8729100928700974"
"175","350","350","350","0.8700859290221444","0.8678612893414663","0.8747255105407797"
"176","352","352","352","0.8682622292211498","0.8616151955697509","0.8738678174632294"
"177","354","354","354","0.868278964197047","0.864028937589762","0.8713955613096649"
"178","356","356","356","0.8686018532605442","0.8626220637875862","0.8722059838941942"
"179","358","358","358","0.8694276170446745","0.8669736078673279","0.8728134334876976"
"180","360","360","360","0.8700290630820836","0.868163303807368","0.8726995016064881"
"181","362","362","362","0.8705642581261828","0.8680008433939866","0.8746309485185473"
"182","364","364","364","0.8711584073543859","0.8675386804554549","0.8745116848063038"
"183","366","366","366","0.8695334846059068","0.865773851860339","0.8737224684189202"
"184","368","368","368","0.8698046065229855","0.8678100521386439","0.8713971562938203"
"185","370","370","370","0.8699932208892154","0.8683768327614176","0.8717623578367321"
"186","372","372","372","0.8684454541678507","0.864868342704191","0.8712718038116684"
"187","374","374","374","0.868917920351181","0.8674828181374978","0.87215218022932"
"188","376","376","376","0.8692266626699997","0.8655033533034703","0.8721232526397095"
"189","378","378","378","0.8687155753832927","0.8628231265609232","0.8724478980818743"
"190","380","380","380","0.8694216346393416","0.865416704797139","0.8726674809459193"
"191","382","382","382","0.8689627485257505","0.864381699436461","0.872492548865195"
"192","384","384","384","0.8673005647360886","0.8608625990050754","0.8730036117892029"
"193","386","386","386","0.8702737900418785","0.8660584484047651","0.8740559049768661"
"194","388","388","388","0.8702906521591256","0.8643934721603452","0.8746501628646913"
"195","390","390","390","0.8735097869579749","0.869504113474779","0.8764271276461454"
"196","392","392","392","0.8698240561798771","0.863696509200461","0.8739477375747209"
"197","394","394","394","0.8693159276467123","0.8642466102448195","0.8726704285150978"
"198","396","396","396","0.8702217165208117","0.8687123479781651","0.8719612316938802"
"199","398","398","398","0.8685561343446906","0.8662635632514528","0.871206119414639"
"200","400","400","400","0.8684209184724285","0.8633476152287812","0.8706399650155542"
"201","402","402","402","0.8696394602599546","0.8684861079304023","0.8710144062818486"
"202","404","404","404","0.870727169769553","0.8696464634709987","0.8728596603312129"
"203","406","406","406","0.8704213296643866","0.8685080810813588","0.8718588750437305"
"204","408","408","408","0.8708576838085339","0.8658973255275567","0.8736492049156949"
"205","410","410","410","0.8716013187389697","0.8690188322192548","0.8743666283347842"
"206","412","412","412","0.8712393744085712","0.8675453255075425","0.8731611836454888"
"207","414","414","414","0.8711197076801804","0.8658870307793808","0.8739190104694461"
"208","416","416","416","0.8710701491226936","0.8695756399386964","0.8742396200128549"
"209","418","418","418","0.8705958973533077","0.8689546769503851","0.8724493626904223"
"210","420","420","420","0.8698760686403176","0.8670122487162939","0.8748503111038957"
"211","422","422","422","0.8697085980432453","0.8659909412287147","0.872644574433424"
"212","424","424","424","0.8711984484444285","0.8679520430525838","0.8735883607925838"
"213","426","426","426","0.8702021113377881","0.867277196655333","0.872466356943681"
"214","428","428","428","0.8697751674927353","0.8672153901331766","0.8718671073479051"
"215","430","430","430","0.8709628227901304","0.8689186565128844","0.8732857591612597"
"216","432","432","432","0.871074098186222","0.8698260245799689","0.8729054992010075"
"217","434","434","434","0.8716032067257965","0.8697672036527203","0.873201977127938"
"218","436","436","436","0.8702556363767643","0.8678690836476655","0.8736353594561412"
"219","438","438","438","0.8710372185196912","0.8658920958197937","0.8754341113993641"
"220","440","440","440","0.8707711966978652","0.8678605707709778","0.8727225015220558"
"221","442","442","442","0.8713155380187647","0.8691408286671416","0.8743803648874166"
"222","444","444","444","0.8708296490231182","0.869106188367462","0.8733218669025054"
"223","446","446","446","0.8705374793828469","0.8670785385645448","0.87423808650576"
"224","448","448","448","0.8705569444440435","0.8686146481393102","0.8724076160365436"
"225","450","450","450","0.8693579757881389","0.8623926710165891","0.8758306313240686"
"226","452","452","452","0.8690218626656581","0.8627605125652483","0.8761008240286495"
"227","454","454","454","0.870556350096012","0.8650591665443158","0.8732782868771474"
"228","456","456","456","0.8719197550389388","0.8704649224268513","0.8736251562132266"
"229","458","458","458","0.8707811795672642","0.8694810983542643","0.872368432155248"
"230","460","460","460","0.8696513743239629","0.868103409938578","0.870547191531215"
"231","462","462","462","0.8687633998828389","0.8647725734131998","0.8708240568639948"
"232","464","464","464","0.8716408536647897","0.8709683345146266","0.8732807397212634"
"233","466","466","466","0.8722904892004874","0.8684266189472901","0.8763975225338169"
"234","468","468","468","0.8721827335819556","0.8702927408471822","0.8736145054421594"
"235","470","470","470","0.8716673548659489","0.8679180569954082","0.8749894268144477"
"236","472","472","472","0.8685059728230466","0.8642360574727309","0.8747539296651384"
"237","474","474","474","0.8711377208074639","0.8669565952774804","0.875471299825633"
"238","476","476","476","0.8726590302714999","0.870206248788613","0.8759988668701729"
"239","478","478","478","0.8708016821480637","0.8659144565077754","0.8757731186860855"
"240","480","480","480","0.8715781412795002","0.8684927917181636","0.8764183067400217"
"241","482","482","482","0.8712852800656131","0.8667375243763403","0.8762300066685962"
"242","484","484","484","0.87088821999111","0.865815645207765","0.8778844561185772"
"243","486","486","486","0.8709972175730393","0.8689135103657439","0.8735717880269115"
"244","488","488","488","0.868809537270448","0.8641260665676884","0.8711659144659083"
"245","490","490","490","0.8695481968013354","0.8673094891138706","0.8733176414954491"
"246","492","492","492","0.8709335821553946","0.8687658590152624","0.8744853673857432"
"247","494","494","494","0.8694542756677457","0.8664630292838928","0.872470027680538"
"248","496","496","496","0.8706264401827459","0.8673455969362313","0.8732558327529604"
"249","498","498","498","0.8717146403835878","0.8688646076856378","0.8743518146328572"
"250","500","500","500","0.8701164711688556","0.8635350895955881","0.8736262294706382"
"251","502","502","502","0.8710980911216248","0.8672200538733752","0.8735600561724086"
"252","504","504","504","0.871505560502429","0.8687229985262954","0.874008716039465"
"253","506","506","506","0.8719321669750901","0.8695322059389697","0.8739749429212744"
"254","508","508","508","0.871325442843839","0.8670823925648091","0.8745670772218544"
"255","510","510","510","0.8713214729792724","0.8694148254157346","0.8741926573775644"
"256","512","512","512","0.8727363652840092","0.8685772425947487","0.8755131981028338"
"257","514","514","514","0.8708561172446224","0.867562176666065","0.872811208094734"
"258","516","516","516","0.872184797324629","0.8678611110010902","0.8740030546112755"
"259","518","518","518","0.8699487625234749","0.8662342720103601","0.8738300198536886"
"260","520","520","520","0.8726288478515016","0.8681544147321445","0.8780337428878975"
"261","522","522","522","0.8711419091188454","0.8695817465792408","0.8724436816453327"
"262","524","524","524","0.8720803917954288","0.8687557446690397","0.8751616486053393"
"263","526","526","526","0.8736841660386334","0.8715748386774483","0.878527685266968"
"264","528","528","528","0.8724827645287576","0.8676515476713702","0.8797908312797071"
"265","530","530","530","0.8699015740076869","0.8680353654084983","0.8728524784317503"
"266","532","532","532","0.8713841222237054","0.8647444874059437","0.8736620000425206"
"267","534","534","534","0.8709864214285636","0.8674201689537957","0.8748957659174345"
"268","536","536","536","0.8718707772439119","0.8703612397009793","0.8761411214513922"
"269","538","538","538","0.8729043368134519","0.8664024133600554","0.879310420973603"
"270","540","540","540","0.8725004790424034","0.869577671958542","0.8767268493269975"
"271","542","542","542","0.8714991166925362","0.8687240851723729","0.8755695961654797"
"272","544","544","544","0.8709540526512092","0.8654294591979631","0.8743457095710878"
"273","546","546","546","0.8730677647963028","0.869924047176222","0.8747846085132515"
"274","548","548","548","0.8727408257906835","0.8702461485367309","0.8749441997491486"
"275","550","550","550","0.8726785028449002","0.8690690800851067","0.8766300523996093"
"276","552","552","552","0.8717815517443908","0.86979952489346","0.8746448583096884"
"277","554","554","554","0.8706483296881766","0.8644252201209186","0.8738803194352649"
"278","556","556","556","0.870979749826644","0.8670152533618305","0.8773270683986608"
"279","558","558","558","0.8719350558893547","0.8670711662990976","0.8744322070488649"
"280","560","560","560","0.8703327063225024","0.8649359991111928","0.8733438773436938"
"281","562","562","562","0.8700707932131577","0.8659424184442998","0.8720592150503277"
"282","564","564","564","0.8709096935918348","0.8654336015581294","0.8749428499108824"
"283","566","566","566","0.8713260672224307","0.8683271298344197","0.8739387174850849"
"284","568","568","568","0.8718351554254902","0.8698295758379057","0.8762402557361322"
"285","570","570","570","0.8715089686388477","0.8684678625421742","0.8766543387641857"
"286","572","572","572","0.8715390614500743","0.8698864267352022","0.8741355634489197"
"287","574","574","574","0.8697084018096805","0.8663558680544649","0.8731594261150837"
"288","576","576","576","0.8710426603263132","0.8687227997898459","0.8733552820659098"
"289","578","578","578","0.869863563860417","0.864005893230322","0.8739610539854373"
"290","580","580","580","0.8714006817309649","0.8688940730624317","0.8755545479826251"
"291","582","582","582","0.8726796901532786","0.8691383778530223","0.8752830121720307"
"292","584","584","584","0.8710930697566578","0.8684637846470465","0.8724772146137492"
"293","586","586","586","0.8736607948951125","0.8712192422383177","0.876260747881661"
"294","588","588","588","0.8734023755174102","0.8687926964639823","0.8767588472167175"
"295","590","590","590","0.8706052095178889","0.8678314201973889","0.8731019824061453"
"296","592","592","592","0.8723369757559414","0.8688980207455754","0.8762734169578728"
"297","594","594","594","0.8709547396597841","0.8665095888361712","0.8764454637536129"
"298","596","596","596","0.8716500476864105","0.8707012373708615","0.8728707464387427"
"299","598","598","598","0.8717690805112313","0.8698240718192682","0.8735156848011393"
"300","600","600","600","0.8721935501139914","0.8695343257549033","0.8770607920483571"
"301","602","602","602","0.8716399148987997","0.8686335702492993","0.8745782236556653"
"302","604","604","604","0.8702694778308885","0.867949440015065","0.8717053274745237"
"303","606","606","606","0.8705332898558888","0.8674660010354076","0.8728619246030995"
"304","608","608","608","0.8727300665664043","0.8694843066178927","0.8754970161838623"
"305","610","610","610","0.873378482251382","0.8711802788721393","0.876927691714739"
"306","612","612","612","0.8728154721590412","0.8706908000604676","0.8741475571432789"
"307","614","614","614","0.872892967209659","0.8695544217346066","0.8776048790032605"
"308","616","616","616","0.8709913973168917","0.8653507932878475","0.8747062659249015"
"309","618","618","618","0.8691625192232987","0.8662079911215486","0.8729993185899472"
"310","620","620","620","0.8693662188796256","0.8659846362050735","0.8742057289919066"
"311","622","622","622","0.8719865083337675","0.864162335756458","0.8762457391905751"
"312","624","624","624","0.8733008786913846","0.8686594275473302","0.8773024078407968"
"313","626","626","626","0.8709127706507426","0.8640097388173447","0.8748018287145686"
"314","628","628","628","0.8694109585943368","0.8652618920559313","0.8718111718942722"
"315","630","630","630","0.8703702612204953","0.8676046489922495","0.8716501440001683"
"316","632","632","632","0.871456849171906","0.8685208760174564","0.8732553135707556"
"317","634","634","634","0.871881721377221","0.8700499733993652","0.8742700270920365"
"318","636","636","636","0.8713890545214781","0.8675168594995176","0.8759022440572808"
"319","638","638","638","0.8720320993401881","0.8668607837627887","0.8759021822112667"
"320","640","640","640","0.8716594086018367","0.8693365755040332","0.8756154708522562"
"321","642","642","642","0.8706507732550746","0.8656630358589575","0.8738756108056505"
"322","644","644","644","0.8700928112307731","0.867075148737639","0.8733163015803987"
"323","646","646","646","0.8716343284736207","0.8683960108272916","0.8753045975233227"
"324","648","648","648","0.872514984908177","0.8689514777070628","0.8775603554643221"
"325","650","650","650","0.8698850115917935","0.865484386183929","0.8772017976124113"
"326","652","652","652","0.8719874635596392","0.8702062796374731","0.8749725637946584"
"327","654","654","654","0.8708410323858248","0.8675605914074592","0.8765646382810995"
"328","656","656","656","0.8679707147450999","0.8624191608478194","0.8722309939325678"
"329","658","658","658","0.8721910599244909","0.8652988194801516","0.8797699260919235"
"330","660","660","660","0.8707810447247532","0.8663194044818239","0.8756138110525635"
"331","662","662","662","0.8700582756531817","0.8686403602933394","0.8720750679779861"
"332","664","664","664","0.8694955830433735","0.8645362817609339","0.8739712525384201"
"333","666","666","666","0.8715562243361518","0.8650877977823455","0.8759335734171839"
"334","668","668","668","0.872194027514543","0.8706784853991543","0.8758381407406935"
"335","670","670","670","0.8710141197703095","0.8688268744702243","0.8722844884196689"
"336","672","672","672","0.8700751170259092","0.8650531767935675","0.8740364317684506"
"337","674","674","674","0.870012293649085","0.8672891524204731","0.8717781584619596"
"338","676","676","676","0.8706946545243293","0.8674220328643513","0.8726917077276098"
"339","678","678","678","0.8725019209140003","0.8688750812446974","0.8749667446873406"
"340","680","680","680","0.8724250059407439","0.8690430630640857","0.8758209552834261"
"341","682","682","682","0.8725628057325755","0.8711074658281628","0.8755746130384232"
"342","684","684","684","0.8697272424744108","0.8647312648271347","0.8748586579096895"
"343","686","686","686","0.8716671987307951","0.8672220836340266","0.8754580483646431"
"344","688","688","688","0.8694105560629426","0.8623907710791893","0.8756575957241659"
"345","690","690","690","0.8709859570268803","0.8638901794341974","0.8775180051446045"
"346","692","692","692","0.8700126762507191","0.8657146577714414","0.8750738169243771"
"347","694","694","694","0.8731739496642341","0.8679837960671146","0.8769054583539252"
"348","696","696","696","0.8707558404369419","0.8623602683982063","0.8747988626546076"
"349","698","698","698","0.8744577987231335","0.8711813979685296","0.879449066835357"
"350","700","700","700","0.871295494062988","0.8676761565898897","0.8763760425703896"
"351","702","702","702","0.872193900899681","0.8698993643194647","0.8772668629264548"
"352","704","704","704","0.8712352111918538","0.8626672749799563","0.8790491058266285"
"353","706","706","706","0.8710273035361948","0.8666646060327096","0.8730347789049901"
"354","708","708","708","0.8713486895785362","0.8672115193296104","0.876941733085249"
"355","710","710","710","0.872469924327109","0.8668970064070826","0.8805245282387402"
"356","712","712","712","0.8724034591420363","0.8657784062627056","0.8792756472099551"
"357","714","714","714","0.8728899321182171","0.8693509519670872","0.8778845467869357"
"358","716","716","716","0.8737630105963563","0.8724114683478178","0.8755516750683546"
"359","718","718","718","0.8726861811097979","0.8680761228109399","0.8765117335791838"
"360","720","720","720","0.8704940681618106","0.8662299426255166","0.8744905297906135"
"361","722","722","722","0.8705073900648319","0.8668941048333223","0.8733155530257667"
"362","724","724","724","0.8702175580880877","0.8641870826116972","0.8741635805713555"
"363","726","726","726","0.8707797565254476","0.8647134551622127","0.8739061136665224"
"364","728","728","728","0.8708024755842482","0.8679997333484724","0.8743305451477106"
"365","730","730","730","0.8709277670633767","0.8665836451092084","0.8756987204209207"
"366","732","732","732","0.8716987082632961","0.8682885549727544","0.8798092873465467"
"367","734","734","734","0.8715470736525681","0.8692313318909939","0.8746630417469762"
"368","736","736","736","0.8728955861219274","0.8686657616945105","0.8789908119515571"
"369","738","738","738","0.8729382698943304","0.8650307771166474","0.8786718485058481"
"370","740","740","740","0.8720282544084903","0.8702602023698006","0.8730309486958162"
"371","742","742","742","0.8740068408129981","0.867176638609288","0.8785038514740959"
